Sheet Name,Source Row,Kept Row,Question,Question Type,Category,Options,Removal Reason
This or That,534,9,Whisper in your ear or bite your lip?,Preference,Sexual,Whisper in your ear | bite your lip,Exact duplicate question text in the same sheet.
This or That,535,10,Quick make-out or long make-out session?,Preference,Sexual,Quick make-out | long make-out session,Exact duplicate question text in the same sheet.
This or That,536,11,Massage or cuddle session?,Preference,Sexual,Massage | cuddle session,Exact duplicate question text in the same sheet.
This or That,537,12,Lingerie or cosy pyjamas?,Preference,Sexual,Lingerie | cosy pyjamas,Exact duplicate question text in the same sheet.
This or That,538,13,Blindfold or ice cubes?,Preference,Sexual,Blindfold | ice cubes,Exact duplicate question text in the same sheet.
This or That,539,14,Handcuffs or silk tie?,Preference,Sexual,Handcuffs | silk tie,Exact duplicate question text in the same sheet.
This or That,540,15,Chocolate sauce or whipped cream?,Preference,Sexual,Chocolate sauce | whipped cream,Exact duplicate question text in the same sheet.
This or That,541,16,Roleplay or costumes?,Preference,Sexual,Roleplay | costumes,Exact duplicate question text in the same sheet.
This or That,542,17,Sweet compliments or naughty compliments?,Preference,Sexual,Sweet compliments | naughty compliments,Exact duplicate question text in the same sheet.
This or That,543,18,Shower fun or bath together?,Preference,Sexual,Shower fun | bath together,Exact duplicate question text in the same sheet.
This or That,544,19,Sunrise cuddle or sunset kiss?,Preference,Sexual,Sunrise cuddle | sunset kiss,Exact duplicate question text in the same sheet.
This or That,545,20,Soft moans or loud moans?,Preference,Sexual,Soft moans | loud moans,Exact duplicate question text in the same sheet.
This or That,546,21,Being in control or letting go?,Preference,Sexual,Being in control | letting go,Exact duplicate question text in the same sheet.
This or That,547,22,Foreplay or afterplay?,Preference,Sexual,Foreplay | afterplay,Exact duplicate question text in the same sheet.
This or That,548,23,Secret fantasies or shared fantasies?,Preference,Sexual,Secret fantasies | shared fantasies,Exact duplicate question text in the same sheet.
This or That,549,24,Sensual massage oil or candles?,Preference,Sexual,Sensual massage oil | candles,Exact duplicate question text in the same sheet.
This or That,550,25,Flirting in public or whispering in private?,Preference,Sexual,Flirting in public | whispering in private,Exact duplicate question text in the same sheet.
This or That,551,26,Slow undressing or ripped clothes?,Preference,Sexual,Slow undressing | ripped clothes,Exact duplicate question text in the same sheet.
This or That,552,27,Sunset picnic or stargazing?,Preference,Romance,Sunset picnic | stargazing,Exact duplicate question text in the same sheet.
This or That,553,28,Love note or love song?,Preference,Romance,Love note | love song,Exact duplicate question text in the same sheet.
This or That,554,29,Surprise getaway or surprise gift?,Preference,Romance,Surprise getaway | surprise gift,Exact duplicate question text in the same sheet.
This or That,555,30,Holding hands or hugging tight?,Preference,Romance,Holding hands | hugging tight,Exact duplicate question text in the same sheet.
This or That,556,31,Dancing under the stars or cuddling on the couch?,Preference,Romance,Dancing under the stars | cuddling on the couch,Exact duplicate question text in the same sheet.
This or That,557,32,Saying i love you or showing it?,Preference,Romance,Saying i love you | showing it,Exact duplicate question text in the same sheet.
This or That,558,33,Long walk on the beach or cosy movie night?,Preference,Romance,Long walk on the beach | cosy movie night,Exact duplicate question text in the same sheet.
This or That,559,34,Candlelit dinner or spontaneous road trip?,Preference,Romance,Candlelit dinner | spontaneous road trip,Exact duplicate question text in the same sheet.
This or That,560,35,Couple’s spa day or cooking together?,Preference,Romance,Couple’s spa day | cooking together,Exact duplicate question text in the same sheet.
This or That,561,36,Slow dance or playful karaoke?,Preference,Romance,Slow dance | playful karaoke,Exact duplicate question text in the same sheet.
This or That,562,37,Beach or city break?,Preference,Travel,Beach | city break,Exact duplicate question text in the same sheet.
This or That,563,38,Mountains or desert?,Preference,Travel,Mountains | desert,Exact duplicate question text in the same sheet.
This or That,564,39,Cultural tour or adventure holiday?,Preference,Travel,Cultural tour | adventure holiday,Exact duplicate question text in the same sheet.
This or That,565,40,Road trip or cruise?,Preference,Travel,Road trip | cruise,Exact duplicate question text in the same sheet.
This or That,566,41,Tropical island or snowy cabin?,Preference,Travel,Tropical island | snowy cabin,Exact duplicate question text in the same sheet.
This or That,567,42,Backpacking or luxury resort?,Preference,Travel,Backpacking | luxury resort,Exact duplicate question text in the same sheet.
This or That,568,43,Sunrise hike or sunset boat ride?,Preference,Travel,Sunrise hike | sunset boat ride,Exact duplicate question text in the same sheet.
This or That,569,44,Ancient ruins or modern skyline?,Preference,Travel,Ancient ruins | modern skyline,Exact duplicate question text in the same sheet.
This or That,570,45,Spa retreat or ski trip?,Preference,Travel,Spa retreat | ski trip,Exact duplicate question text in the same sheet.
This or That,571,46,Camping under the stars or glamping?,Preference,Travel,Camping under the stars | glamping,Exact duplicate question text in the same sheet.
This or That,572,47,Sweet dessert or savoury snack?,Preference,Food & Drink,Sweet dessert | savoury snack,Exact duplicate question text in the same sheet.
This or That,573,48,Wine or cocktail?,Preference,Food & Drink,Wine | cocktail,Exact duplicate question text in the same sheet.
This or That,574,49,Home-cooked meal or fancy restaurant?,Preference,Food & Drink,Home-cooked meal | fancy restaurant,Exact duplicate question text in the same sheet.
This or That,575,50,Coffee date or brunch date?,Preference,Food & Drink,Coffee date | brunch date,Exact duplicate question text in the same sheet.
This or That,576,51,Chocolate or vanilla?,Preference,Food & Drink,Chocolate | vanilla,Exact duplicate question text in the same sheet.
This or That,577,52,Pizza night or sushi night?,Preference,Food & Drink,Pizza night | sushi night,Exact duplicate question text in the same sheet.
This or That,578,53,Breakfast in bed or midnight snack?,Preference,Food & Drink,Breakfast in bed | midnight snack,Exact duplicate question text in the same sheet.
This or That,579,54,Hot and spicy or rich and creamy?,Preference,Food & Drink,Hot and spicy | rich and creamy,Exact duplicate question text in the same sheet.
This or That,580,55,Takeout or homemade?,Preference,Food & Drink,Takeout | homemade,Exact duplicate question text in the same sheet.
This or That,581,56,Red wine or white wine?,Preference,Food & Drink,Red wine | white wine,Exact duplicate question text in the same sheet.
This or That,582,57,Early bird or night owl?,Preference,Lifestyle,Early bird | night owl,Exact duplicate question text in the same sheet.
This or That,583,58,Planner or spontaneous?,Preference,Lifestyle,Planner | spontaneous,Exact duplicate question text in the same sheet.
This or That,584,59,Neat freak or a little messy?,Preference,Lifestyle,Neat freak | a little messy,Exact duplicate question text in the same sheet.
This or That,585,60,Mountain biking or yoga class?,Preference,Lifestyle,Mountain biking | yoga class,Exact duplicate question text in the same sheet.
This or That,586,61,Staying in or going out?,Preference,Lifestyle,Staying in | going out,Exact duplicate question text in the same sheet.
This or That,587,62,Cuddling on the couch or dancing at a club?,Preference,Lifestyle,Cuddling on the couch | dancing at a club,Exact duplicate question text in the same sheet.
This or That,588,63,Morning workout or evening workout?,Preference,Lifestyle,Morning workout | evening workout,Exact duplicate question text in the same sheet.
This or That,589,64,Reading books or watching movies?,Preference,Lifestyle,Reading books | watching movies,Exact duplicate question text in the same sheet.
This or That,590,65,Dog person or cat person?,Preference,Lifestyle,Dog person | cat person,Exact duplicate question text in the same sheet.
This or That,591,66,Social butterfly or homebody?,Preference,Lifestyle,Social butterfly | homebody,Exact duplicate question text in the same sheet.
This or That,592,67,Rom-com or thriller?,Preference,Films & TV,Rom-com | thriller,Exact duplicate question text in the same sheet.
This or That,593,68,Series binge or movie night?,Preference,Films & TV,Series binge | movie night,Exact duplicate question text in the same sheet.
This or That,594,69,Live concert or quiet playlist?,Preference,Films & TV,Live concert | quiet playlist,Exact duplicate question text in the same sheet.
This or That,595,70,Dance party or singalong?,Preference,Films & TV,Dance party | singalong,Exact duplicate question text in the same sheet.
This or That,596,71,Stand-up comedy or drama film?,Preference,Films & TV,Stand-up comedy | drama film,Exact duplicate question text in the same sheet.
This or That,597,72,Horror movie or documentary?,Preference,Films & TV,Horror movie | documentary,Exact duplicate question text in the same sheet.
This or That,598,73,Game night or trivia night?,Preference,Films & TV,Game night | trivia night,Exact duplicate question text in the same sheet.
This or That,599,74,Classic film or new release?,Preference,Films & TV,Classic film | new release,Exact duplicate question text in the same sheet.
This or That,600,75,Karaoke bar or open mic?,Preference,Films & TV,Karaoke bar | open mic,Exact duplicate question text in the same sheet.
This or That,601,76,Film festival or music festival?,Preference,Films & TV,Film festival | music festival,Exact duplicate question text in the same sheet.
This or That,602,77,Introvert or extrovert?,Preference,Personality,Introvert | extrovert,Exact duplicate question text in the same sheet.
This or That,603,78,Optimist or realist?,Preference,Personality,Optimist | realist,Exact duplicate question text in the same sheet.
This or That,604,79,Listener or talker?,Preference,Personality,Listener | talker,Exact duplicate question text in the same sheet.
This or That,605,80,Leader or follower?,Preference,Personality,Leader | follower,Exact duplicate question text in the same sheet.
This or That,606,81,Organized or spontaneous?,Preference,Personality,Organized | spontaneous,Exact duplicate question text in the same sheet.
This or That,607,82,Book smart or street smart?,Preference,Personality,Book smart | street smart,Exact duplicate question text in the same sheet.
This or That,608,83,Dreamer or doer?,Preference,Personality,Dreamer | doer,Exact duplicate question text in the same sheet.
This or That,609,84,Calm or energetic?,Preference,Personality,Calm | energetic,Exact duplicate question text in the same sheet.
This or That,610,85,Creative or analytical?,Preference,Personality,Creative | analytical,Exact duplicate question text in the same sheet.
This or That,611,86,Patient or impulsive?,Preference,Personality,Patient | impulsive,Exact duplicate question text in the same sheet.
This or That,612,87,Early shower or late shower?,Preference,Habits,Early shower | late shower,Exact duplicate question text in the same sheet.
This or That,613,88,Healthy breakfast or skip breakfast?,Preference,Habits,Healthy breakfast | skip breakfast,Exact duplicate question text in the same sheet.
This or That,614,89,Texting or calling?,Preference,Habits,Texting | calling,Exact duplicate question text in the same sheet.
This or That,615,90,Dressing up or dressing down?,Preference,Habits,Dressing up | dressing down,Exact duplicate question text in the same sheet.
This or That,616,91,Tidy desk or messy desk?,Preference,Habits,Tidy desk | messy desk,Exact duplicate question text in the same sheet.
This or That,617,92,Coffee first or tea first?,Preference,Habits,Coffee first | tea first,Exact duplicate question text in the same sheet.
This or That,618,93,Morning person or night person?,Preference,Habits,Morning person | night person,Exact duplicate question text in the same sheet.
This or That,619,94,Planning ahead or last minute?,Preference,Habits,Planning ahead | last minute,Exact duplicate question text in the same sheet.
This or That,620,95,Fresh flowers or scented candles?,Preference,Habits,Fresh flowers | scented candles,Exact duplicate question text in the same sheet.
This or That,621,96,Meal prep or spontaneous cooking?,Preference,Habits,Meal prep | spontaneous cooking,Exact duplicate question text in the same sheet.
This or That,622,97,Rich and lonely or poor and loved?,Preference,Random / Wildcard,Rich and lonely | poor and loved,Exact duplicate question text in the same sheet.
This or That,623,98,Gift of flight or gift of invisibility?,Preference,Random / Wildcard,Gift of flight | gift of invisibility,Exact duplicate question text in the same sheet.
This or That,624,99,Time travel to past or future?,Preference,Random / Wildcard,Time travel to past | future,Exact duplicate question text in the same sheet.
This or That,625,100,Win the lottery or find true love?,Preference,Random / Wildcard,Win the lottery | find true love,Exact duplicate question text in the same sheet.
This or That,626,101,Live by the ocean or live in the forest?,Preference,Random / Wildcard,Live by the ocean | live in the forest,Exact duplicate question text in the same sheet.
This or That,627,102,Be able to read minds or talk to animals?,Preference,Random / Wildcard,able to read minds | talk to animals,Exact duplicate question text in the same sheet.
This or That,628,103,Infinite knowledge or infinite wealth?,Preference,Random / Wildcard,Infinite knowledge | infinite wealth,Exact duplicate question text in the same sheet.
This or That,629,104,Always hot or always cold?,Preference,Random / Wildcard,Always hot | always cold,Exact duplicate question text in the same sheet.
This or That,630,105,See the future or change the past?,Preference,Random / Wildcard,See the future | change the past,Exact duplicate question text in the same sheet.
This or That,631,106,Have a pause button or rewind button?,Preference,Random / Wildcard,a pause button | rewind button,Exact duplicate question text in the same sheet.
This or That,632,2,Dominant or submissive?,Preference,Sexual,Dominant | submissive,Exact duplicate question text in the same sheet.
This or That,633,3,Candlelit dinner or breakfast in bed?,Preference,Sexual,Candlelit dinner | breakfast in bed,Exact duplicate question text in the same sheet.
This or That,634,4,Slow sensual kiss or playful peck?,Preference,Sexual,Slow sensual kiss | playful peck,Exact duplicate question text in the same sheet.
This or That,635,5,Dirty talk or romantic whispers?,Preference,Sexual,Dirty talk | romantic whispers,Exact duplicate question text in the same sheet.
This or That,636,6,Tease or be teased?,Preference,Sexual,Tease | teased,Exact duplicate question text in the same sheet.
This or That,637,7,Public flirt or private affection?,Preference,Sexual,Public flirt | private affection,Exact duplicate question text in the same sheet.
This or That,638,8,Morning intimacy or late-night passion?,Preference,Sexual,Morning intimacy | late-night passion,Exact duplicate question text in the same sheet.
This or That,639,9,Whisper in your ear or bite your lip?,Preference,Sexual,Whisper in your ear | bite your lip,Exact duplicate question text in the same sheet.
This or That,640,10,Quick make-out or long make-out session?,Preference,Sexual,Quick make-out | long make-out session,Exact duplicate question text in the same sheet.
This or That,641,11,Massage or cuddle session?,Preference,Sexual,Massage | cuddle session,Exact duplicate question text in the same sheet.
This or That,642,12,Lingerie or cosy pyjamas?,Preference,Sexual,Lingerie | cosy pyjamas,Exact duplicate question text in the same sheet.
This or That,643,13,Blindfold or ice cubes?,Preference,Sexual,Blindfold | ice cubes,Exact duplicate question text in the same sheet.
This or That,644,14,Handcuffs or silk tie?,Preference,Sexual,Handcuffs | silk tie,Exact duplicate question text in the same sheet.
This or That,645,15,Chocolate sauce or whipped cream?,Preference,Sexual,Chocolate sauce | whipped cream,Exact duplicate question text in the same sheet.
This or That,646,16,Roleplay or costumes?,Preference,Sexual,Roleplay | costumes,Exact duplicate question text in the same sheet.
This or That,647,17,Sweet compliments or naughty compliments?,Preference,Sexual,Sweet compliments | naughty compliments,Exact duplicate question text in the same sheet.
This or That,648,18,Shower fun or bath together?,Preference,Sexual,Shower fun | bath together,Exact duplicate question text in the same sheet.
This or That,649,19,Sunrise cuddle or sunset kiss?,Preference,Sexual,Sunrise cuddle | sunset kiss,Exact duplicate question text in the same sheet.
This or That,650,20,Soft moans or loud moans?,Preference,Sexual,Soft moans | loud moans,Exact duplicate question text in the same sheet.
This or That,651,21,Being in control or letting go?,Preference,Sexual,Being in control | letting go,Exact duplicate question text in the same sheet.
This or That,652,22,Foreplay or afterplay?,Preference,Sexual,Foreplay | afterplay,Exact duplicate question text in the same sheet.
This or That,653,23,Secret fantasies or shared fantasies?,Preference,Sexual,Secret fantasies | shared fantasies,Exact duplicate question text in the same sheet.
This or That,654,24,Sensual massage oil or candles?,Preference,Sexual,Sensual massage oil | candles,Exact duplicate question text in the same sheet.
This or That,655,25,Flirting in public or whispering in private?,Preference,Sexual,Flirting in public | whispering in private,Exact duplicate question text in the same sheet.
This or That,656,26,Slow undressing or ripped clothes?,Preference,Sexual,Slow undressing | ripped clothes,Exact duplicate question text in the same sheet.
This or That,657,27,Sunset picnic or stargazing?,Preference,Romance,Sunset picnic | stargazing,Exact duplicate question text in the same sheet.
This or That,658,28,Love note or love song?,Preference,Romance,Love note | love song,Exact duplicate question text in the same sheet.
This or That,659,29,Surprise getaway or surprise gift?,Preference,Romance,Surprise getaway | surprise gift,Exact duplicate question text in the same sheet.
This or That,660,30,Holding hands or hugging tight?,Preference,Romance,Holding hands | hugging tight,Exact duplicate question text in the same sheet.
This or That,661,31,Dancing under the stars or cuddling on the couch?,Preference,Romance,Dancing under the stars | cuddling on the couch,Exact duplicate question text in the same sheet.
This or That,662,32,Saying i love you or showing it?,Preference,Romance,Saying i love you | showing it,Exact duplicate question text in the same sheet.
This or That,663,33,Long walk on the beach or cosy movie night?,Preference,Romance,Long walk on the beach | cosy movie night,Exact duplicate question text in the same sheet.
This or That,664,34,Candlelit dinner or spontaneous road trip?,Preference,Romance,Candlelit dinner | spontaneous road trip,Exact duplicate question text in the same sheet.
This or That,665,35,Couple’s spa day or cooking together?,Preference,Romance,Couple’s spa day | cooking together,Exact duplicate question text in the same sheet.
This or That,666,36,Slow dance or playful karaoke?,Preference,Romance,Slow dance | playful karaoke,Exact duplicate question text in the same sheet.
This or That,667,37,Beach or city break?,Preference,Travel,Beach | city break,Exact duplicate question text in the same sheet.
This or That,668,38,Mountains or desert?,Preference,Travel,Mountains | desert,Exact duplicate question text in the same sheet.
This or That,669,39,Cultural tour or adventure holiday?,Preference,Travel,Cultural tour | adventure holiday,Exact duplicate question text in the same sheet.
This or That,670,40,Road trip or cruise?,Preference,Travel,Road trip | cruise,Exact duplicate question text in the same sheet.
This or That,671,41,Tropical island or snowy cabin?,Preference,Travel,Tropical island | snowy cabin,Exact duplicate question text in the same sheet.
This or That,672,42,Backpacking or luxury resort?,Preference,Travel,Backpacking | luxury resort,Exact duplicate question text in the same sheet.
This or That,673,43,Sunrise hike or sunset boat ride?,Preference,Travel,Sunrise hike | sunset boat ride,Exact duplicate question text in the same sheet.
This or That,674,44,Ancient ruins or modern skyline?,Preference,Travel,Ancient ruins | modern skyline,Exact duplicate question text in the same sheet.
This or That,675,45,Spa retreat or ski trip?,Preference,Travel,Spa retreat | ski trip,Exact duplicate question text in the same sheet.
This or That,676,46,Camping under the stars or glamping?,Preference,Travel,Camping under the stars | glamping,Exact duplicate question text in the same sheet.
This or That,677,47,Sweet dessert or savoury snack?,Preference,Food & Drink,Sweet dessert | savoury snack,Exact duplicate question text in the same sheet.
This or That,678,48,Wine or cocktail?,Preference,Food & Drink,Wine | cocktail,Exact duplicate question text in the same sheet.
This or That,679,49,Home-cooked meal or fancy restaurant?,Preference,Food & Drink,Home-cooked meal | fancy restaurant,Exact duplicate question text in the same sheet.
This or That,680,50,Coffee date or brunch date?,Preference,Food & Drink,Coffee date | brunch date,Exact duplicate question text in the same sheet.
This or That,681,51,Chocolate or vanilla?,Preference,Food & Drink,Chocolate | vanilla,Exact duplicate question text in the same sheet.
This or That,682,52,Pizza night or sushi night?,Preference,Food & Drink,Pizza night | sushi night,Exact duplicate question text in the same sheet.
This or That,683,53,Breakfast in bed or midnight snack?,Preference,Food & Drink,Breakfast in bed | midnight snack,Exact duplicate question text in the same sheet.
This or That,684,54,Hot and spicy or rich and creamy?,Preference,Food & Drink,Hot and spicy | rich and creamy,Exact duplicate question text in the same sheet.
This or That,685,55,Takeout or homemade?,Preference,Food & Drink,Takeout | homemade,Exact duplicate question text in the same sheet.
This or That,686,56,Red wine or white wine?,Preference,Food & Drink,Red wine | white wine,Exact duplicate question text in the same sheet.
This or That,687,57,Early bird or night owl?,Preference,Lifestyle,Early bird | night owl,Exact duplicate question text in the same sheet.
This or That,688,58,Planner or spontaneous?,Preference,Lifestyle,Planner | spontaneous,Exact duplicate question text in the same sheet.
This or That,689,59,Neat freak or a little messy?,Preference,Lifestyle,Neat freak | a little messy,Exact duplicate question text in the same sheet.
This or That,690,60,Mountain biking or yoga class?,Preference,Lifestyle,Mountain biking | yoga class,Exact duplicate question text in the same sheet.
This or That,691,61,Staying in or going out?,Preference,Lifestyle,Staying in | going out,Exact duplicate question text in the same sheet.
This or That,692,62,Cuddling on the couch or dancing at a club?,Preference,Lifestyle,Cuddling on the couch | dancing at a club,Exact duplicate question text in the same sheet.
This or That,693,63,Morning workout or evening workout?,Preference,Lifestyle,Morning workout | evening workout,Exact duplicate question text in the same sheet.
This or That,694,64,Reading books or watching movies?,Preference,Lifestyle,Reading books | watching movies,Exact duplicate question text in the same sheet.
This or That,695,65,Dog person or cat person?,Preference,Lifestyle,Dog person | cat person,Exact duplicate question text in the same sheet.
This or That,696,66,Social butterfly or homebody?,Preference,Lifestyle,Social butterfly | homebody,Exact duplicate question text in the same sheet.
This or That,697,67,Rom-com or thriller?,Preference,Films & TV,Rom-com | thriller,Exact duplicate question text in the same sheet.
This or That,698,68,Series binge or movie night?,Preference,Films & TV,Series binge | movie night,Exact duplicate question text in the same sheet.
This or That,699,69,Live concert or quiet playlist?,Preference,Films & TV,Live concert | quiet playlist,Exact duplicate question text in the same sheet.
This or That,700,70,Dance party or singalong?,Preference,Films & TV,Dance party | singalong,Exact duplicate question text in the same sheet.
This or That,701,71,Stand-up comedy or drama film?,Preference,Films & TV,Stand-up comedy | drama film,Exact duplicate question text in the same sheet.
This or That,702,72,Horror movie or documentary?,Preference,Films & TV,Horror movie | documentary,Exact duplicate question text in the same sheet.
This or That,703,73,Game night or trivia night?,Preference,Films & TV,Game night | trivia night,Exact duplicate question text in the same sheet.
This or That,704,74,Classic film or new release?,Preference,Films & TV,Classic film | new release,Exact duplicate question text in the same sheet.
This or That,705,75,Karaoke bar or open mic?,Preference,Films & TV,Karaoke bar | open mic,Exact duplicate question text in the same sheet.
This or That,706,76,Film festival or music festival?,Preference,Films & TV,Film festival | music festival,Exact duplicate question text in the same sheet.
This or That,707,77,Introvert or extrovert?,Preference,Personality,Introvert | extrovert,Exact duplicate question text in the same sheet.
This or That,708,78,Optimist or realist?,Preference,Personality,Optimist | realist,Exact duplicate question text in the same sheet.
This or That,709,79,Listener or talker?,Preference,Personality,Listener | talker,Exact duplicate question text in the same sheet.
This or That,710,80,Leader or follower?,Preference,Personality,Leader | follower,Exact duplicate question text in the same sheet.
This or That,711,81,Organized or spontaneous?,Preference,Personality,Organized | spontaneous,Exact duplicate question text in the same sheet.
This or That,712,82,Book smart or street smart?,Preference,Personality,Book smart | street smart,Exact duplicate question text in the same sheet.
This or That,713,83,Dreamer or doer?,Preference,Personality,Dreamer | doer,Exact duplicate question text in the same sheet.
This or That,714,84,Calm or energetic?,Preference,Personality,Calm | energetic,Exact duplicate question text in the same sheet.
This or That,715,85,Creative or analytical?,Preference,Personality,Creative | analytical,Exact duplicate question text in the same sheet.
This or That,716,86,Patient or impulsive?,Preference,Personality,Patient | impulsive,Exact duplicate question text in the same sheet.
This or That,717,87,Early shower or late shower?,Preference,Habits,Early shower | late shower,Exact duplicate question text in the same sheet.
This or That,718,88,Healthy breakfast or skip breakfast?,Preference,Habits,Healthy breakfast | skip breakfast,Exact duplicate question text in the same sheet.
This or That,719,89,Texting or calling?,Preference,Habits,Texting | calling,Exact duplicate question text in the same sheet.
This or That,720,90,Dressing up or dressing down?,Preference,Habits,Dressing up | dressing down,Exact duplicate question text in the same sheet.
This or That,721,91,Tidy desk or messy desk?,Preference,Habits,Tidy desk | messy desk,Exact duplicate question text in the same sheet.
This or That,722,92,Coffee first or tea first?,Preference,Habits,Coffee first | tea first,Exact duplicate question text in the same sheet.
This or That,723,93,Morning person or night person?,Preference,Habits,Morning person | night person,Exact duplicate question text in the same sheet.
This or That,724,94,Planning ahead or last minute?,Preference,Habits,Planning ahead | last minute,Exact duplicate question text in the same sheet.
This or That,725,95,Fresh flowers or scented candles?,Preference,Habits,Fresh flowers | scented candles,Exact duplicate question text in the same sheet.
This or That,726,96,Meal prep or spontaneous cooking?,Preference,Habits,Meal prep | spontaneous cooking,Exact duplicate question text in the same sheet.
This or That,727,97,Rich and lonely or poor and loved?,Preference,Random / Wildcard,Rich and lonely | poor and loved,Exact duplicate question text in the same sheet.
This or That,728,98,Gift of flight or gift of invisibility?,Preference,Random / Wildcard,Gift of flight | gift of invisibility,Exact duplicate question text in the same sheet.
This or That,729,99,Time travel to past or future?,Preference,Random / Wildcard,Time travel to past | future,Exact duplicate question text in the same sheet.
This or That,730,100,Win the lottery or find true love?,Preference,Random / Wildcard,Win the lottery | find true love,Exact duplicate question text in the same sheet.
This or That,731,101,Live by the ocean or live in the forest?,Preference,Random / Wildcard,Live by the ocean | live in the forest,Exact duplicate question text in the same sheet.
This or That,732,102,Be able to read minds or talk to animals?,Preference,Random / Wildcard,able to read minds | talk to animals,Exact duplicate question text in the same sheet.
This or That,733,103,Infinite knowledge or infinite wealth?,Preference,Random / Wildcard,Infinite knowledge | infinite wealth,Exact duplicate question text in the same sheet.
This or That,734,104,Always hot or always cold?,Preference,Random / Wildcard,Always hot | always cold,Exact duplicate question text in the same sheet.
This or That,735,105,See the future or change the past?,Preference,Random / Wildcard,See the future | change the past,Exact duplicate question text in the same sheet.
This or That,736,106,Have a pause button or rewind button?,Preference,Random / Wildcard,a pause button | rewind button,Exact duplicate question text in the same sheet.
This or That,737,2,Dominant or submissive?,Preference,Sexual,Dominant | submissive,Exact duplicate question text in the same sheet.
This or That,738,3,Candlelit dinner or breakfast in bed?,Preference,Sexual,Candlelit dinner | breakfast in bed,Exact duplicate question text in the same sheet.
This or That,739,4,Slow sensual kiss or playful peck?,Preference,Sexual,Slow sensual kiss | playful peck,Exact duplicate question text in the same sheet.
This or That,740,5,Dirty talk or romantic whispers?,Preference,Sexual,Dirty talk | romantic whispers,Exact duplicate question text in the same sheet.
This or That,741,6,Tease or be teased?,Preference,Sexual,Tease | teased,Exact duplicate question text in the same sheet.
This or That,742,7,Public flirt or private affection?,Preference,Sexual,Public flirt | private affection,Exact duplicate question text in the same sheet.
This or That,743,8,Morning intimacy or late-night passion?,Preference,Sexual,Morning intimacy | late-night passion,Exact duplicate question text in the same sheet.
This or That,744,9,Whisper in your ear or bite your lip?,Preference,Sexual,Whisper in your ear | bite your lip,Exact duplicate question text in the same sheet.
This or That,745,10,Quick make-out or long make-out session?,Preference,Sexual,Quick make-out | long make-out session,Exact duplicate question text in the same sheet.
This or That,746,11,Massage or cuddle session?,Preference,Sexual,Massage | cuddle session,Exact duplicate question text in the same sheet.
This or That,747,12,Lingerie or cosy pyjamas?,Preference,Sexual,Lingerie | cosy pyjamas,Exact duplicate question text in the same sheet.
This or That,748,13,Blindfold or ice cubes?,Preference,Sexual,Blindfold | ice cubes,Exact duplicate question text in the same sheet.
This or That,749,14,Handcuffs or silk tie?,Preference,Sexual,Handcuffs | silk tie,Exact duplicate question text in the same sheet.
This or That,750,15,Chocolate sauce or whipped cream?,Preference,Sexual,Chocolate sauce | whipped cream,Exact duplicate question text in the same sheet.
This or That,751,16,Roleplay or costumes?,Preference,Sexual,Roleplay | costumes,Exact duplicate question text in the same sheet.
This or That,752,17,Sweet compliments or naughty compliments?,Preference,Sexual,Sweet compliments | naughty compliments,Exact duplicate question text in the same sheet.
This or That,753,18,Shower fun or bath together?,Preference,Sexual,Shower fun | bath together,Exact duplicate question text in the same sheet.
This or That,754,19,Sunrise cuddle or sunset kiss?,Preference,Sexual,Sunrise cuddle | sunset kiss,Exact duplicate question text in the same sheet.
This or That,755,20,Soft moans or loud moans?,Preference,Sexual,Soft moans | loud moans,Exact duplicate question text in the same sheet.
This or That,756,21,Being in control or letting go?,Preference,Sexual,Being in control | letting go,Exact duplicate question text in the same sheet.
This or That,757,22,Foreplay or afterplay?,Preference,Sexual,Foreplay | afterplay,Exact duplicate question text in the same sheet.
This or That,758,23,Secret fantasies or shared fantasies?,Preference,Sexual,Secret fantasies | shared fantasies,Exact duplicate question text in the same sheet.
This or That,759,24,Sensual massage oil or candles?,Preference,Sexual,Sensual massage oil | candles,Exact duplicate question text in the same sheet.
This or That,760,25,Flirting in public or whispering in private?,Preference,Sexual,Flirting in public | whispering in private,Exact duplicate question text in the same sheet.
This or That,761,26,Slow undressing or ripped clothes?,Preference,Sexual,Slow undressing | ripped clothes,Exact duplicate question text in the same sheet.
This or That,762,27,Sunset picnic or stargazing?,Preference,Romance,Sunset picnic | stargazing,Exact duplicate question text in the same sheet.
This or That,763,28,Love note or love song?,Preference,Romance,Love note | love song,Exact duplicate question text in the same sheet.
This or That,764,29,Surprise getaway or surprise gift?,Preference,Romance,Surprise getaway | surprise gift,Exact duplicate question text in the same sheet.
This or That,765,30,Holding hands or hugging tight?,Preference,Romance,Holding hands | hugging tight,Exact duplicate question text in the same sheet.
This or That,766,31,Dancing under the stars or cuddling on the couch?,Preference,Romance,Dancing under the stars | cuddling on the couch,Exact duplicate question text in the same sheet.
This or That,767,32,Saying i love you or showing it?,Preference,Romance,Saying i love you | showing it,Exact duplicate question text in the same sheet.
This or That,768,33,Long walk on the beach or cosy movie night?,Preference,Romance,Long walk on the beach | cosy movie night,Exact duplicate question text in the same sheet.
This or That,769,34,Candlelit dinner or spontaneous road trip?,Preference,Romance,Candlelit dinner | spontaneous road trip,Exact duplicate question text in the same sheet.
This or That,770,35,Couple’s spa day or cooking together?,Preference,Romance,Couple’s spa day | cooking together,Exact duplicate question text in the same sheet.
