Sheet,Game,Question,Category,Question Type,Options,Correct Answer,Active,Intensity,Tone,Relationship Area,Tags,Notes,Memory Lane Mode,Avoid If,Game Suitability,AI Use Case,Repeat Group,Original Sheet,Original Question Type
Questions,Normal Game,What is your biggest driving pet peeve?,Cars & Driving,Pet Peeve,,,TRUE,3,playful,habits,"cars, lifestyle, personality, habits",,,,"date-night, normal",deep-connection,habits,,
Questions,Normal Game,Who is the better passenger princess?,Cars & Driving,Multiple Choice,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Questions,Normal Game,What is your favourite holiday tradition?,Holidays,Favourite,,,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Questions,Normal Game,Who is more likely to overdo Christmas?,Holidays,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,,
Questions,Normal Game,Would you rather have Christmas abroad or at home?,Holidays,Preference,Christmas abroad | at home,,TRUE,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Questions,Normal Game,What holiday do you think suits us best?,Holidays,Text Answer,,,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Questions,Normal Game,Rank your top 3 holidays of the year.,Holidays,Ranked / Top 3,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Questions,Normal Game,How many presents is the right amount?,Holidays,Numeric,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Questions,Normal Game,Who is more likely to pack the night before?,Holidays,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,,
Questions,Normal Game,What holiday memory do you want to make?,Holidays,Text Answer,,,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Questions,Normal Game,What is your ideal birthday like?,Holidays,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Questions,Normal Game,What tradition should we start together?,Holidays,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Questions,Normal Game,What sport would you be best at if you trained?,Sports,Text Answer,,,TRUE,2,playful,lifestyle,"entertainment, sports, fun, lifestyle",,,,"quick-fire, warm-up",funny-break,entertainment,,
Questions,Normal Game,Who is more likely to get too competitive?,Sports,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,,
Questions,Normal Game,Would you rather watch football or boxing?,Sports,Preference,watch football | boxing,,TRUE,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Questions,Normal Game,What is your favourite sport to watch?,Sports,Favourite,,,TRUE,2,playful,lifestyle,"entertainment, sports, fun, lifestyle",,,,"quick-fire, warm-up",funny-break,entertainment,,
Questions,Normal Game,Rank your top 3 sports to play or watch.,Sports,Ranked / Top 3,,,TRUE,2,playful,lifestyle,"entertainment, sports, fun, lifestyle",,,,"quick-fire, warm-up",funny-break,entertainment,,
Questions,Normal Game,How many minutes of exercise counts as enough?,Sports,Numeric,,,TRUE,2,playful,lifestyle,"lifestyle, health, fun, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Questions,Normal Game,Who is more likely to celebrate too early?,Sports,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,,
Questions,Normal Game,What sport do you think I would be terrible at?,Sports,Text Answer,,,TRUE,2,playful,lifestyle,"entertainment, sports, fun, lifestyle",,,,"quick-fire, warm-up",funny-break,entertainment,,
Questions,Normal Game,What sport would be funniest for us to try?,Sports,Text Answer,,,TRUE,2,playful,lifestyle,"entertainment, sports, fun, lifestyle",,,,"quick-fire, warm-up",funny-break,entertainment,,
Questions,Normal Game,Who is more likely to argue with a referee?,Sports,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,4,savage,lifestyle,"savage, fun, lifestyle, general",,,argument-risk,"spicy-night, final-round",spicy-escalation,lifestyle,,
Questions,Normal Game,What app do you use too much?,Technology,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Questions,Normal Game,Who is more likely to lose their phone?,Technology,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,,
Questions,Normal Game,Would you rather give up your phone or TV for a week?,Technology,Preference,give up your phone | TV for a week,,TRUE,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Questions,Normal Game,What is your favourite gadget?,Technology,Favourite,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Questions,Normal Game,Rank your top 3 most-used apps.,Technology,Ranked / Top 3,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Questions,Normal Game,How many hours a day on your phone is too much?,Technology,Numeric,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Questions,Normal Game,Who is more likely to ignore software updates?,Technology,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,,
Questions,Normal Game,What technology habit annoys you?,Technology,Pet Peeve,,,TRUE,3,playful,habits,"personality, habits, fun, lifestyle",,,,"date-night, normal",deep-connection,habits,,
Questions,Normal Game,What app should we both delete?,Technology,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Questions,Normal Game,What would your dream smart home feature be?,Technology,Text Answer,,,TRUE,3,emotional,future,"emotional, deep, future, fun",,,,"date-night, normal",deep-connection,future-plans,,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Which takeaway would you pick tonight?,Food,Multiple Choice,Pizza | Chinese | Indian | Burgers,,TRUE,1,playful,lifestyle,"food, takeaway, lifestyle",,,,quick-fire,prediction-game,takeaway,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Which drink do you order most often on a night out?,Social,Multiple Choice,Beer | Wine | Cocktail | Soft drink,,TRUE,1,playful,social,"social, drinks, habits",,,,party,prediction-game,drinks,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Which type of holiday sounds best right now?,Travel,Multiple Choice,Beach | City | Countryside | Road trip,,TRUE,2,playful,future,"travel, future, lifestyle",,,,date-night,compatibility-check,travel,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Which pet would you rather own together?,Future,Multiple Choice,Dog | Cat | Rabbit | Fish,,TRUE,1,warm,future,"pets, future, lifestyle",,,,normal,prediction-game,pets,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Which dessert would you choose first?,Food,Multiple Choice,Brownie | Ice cream | Cheesecake | Doughnuts,,TRUE,1,playful,lifestyle,"food, dessert, comfort",,,,quick-fire,light-fun,desserts,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Which app do you open first in the morning?,Technology,Multiple Choice,Instagram | TikTok | WhatsApp | YouTube,,TRUE,1,playful,lifestyle,"technology, habits",,,,quick-fire,habit-check,phone,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Which weather do you enjoy the most?,Lifestyle,Multiple Choice,Hot sunshine | Rain | Snow | Cold autumn weather,,TRUE,1,warm,lifestyle,"weather, lifestyle",,,,warm-up,prediction-game,weather,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Which fast food chain would you choose right now?,Food,Multiple Choice,McDonald's | KFC | Burger King | Subway,,TRUE,1,playful,lifestyle,"food, fast-food",,,,quick-fire,light-fun,fast-food,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Which movie genre would you pick for date night?,Entertainment,Multiple Choice,Comedy | Horror | Romance | Action,,TRUE,1,playful,connection,"movies, date-night",,,,date-night,compatibility-check,movies,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Which breakfast would you rather eat every day?,Food,Multiple Choice,Full English | Pancakes | Cereal | Toast,,TRUE,1,playful,lifestyle,"food, breakfast",,,,quick-fire,food-patterns,breakfast,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Which season suits your personality best?,Lifestyle,Multiple Choice,Spring | Summer | Autumn | Winter,,TRUE,1,playful,personality,"seasons, personality",,,,warm-up,personality-scan,seasons,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Which shop would you spend the most money in?,Shopping,Multiple Choice,Amazon | Primark | IKEA | Apple Store,,TRUE,2,playful,money,"shopping, spending",,,financial-stress,party,money-style,shopping,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Which type of music would you play on a road trip?,Music,Multiple Choice,Pop | R&B | Rock | Dance,,TRUE,1,playful,lifestyle,"music, travel",,,,quick-fire,personality-scan,music,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Which social event drains you fastest?,Social,Multiple Choice,Work party | Wedding | Clubbing | Family dinner,,TRUE,2,playful,personality,"social, energy",,,,party,social-energy,social,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Which would you rather do on a Sunday?,Lifestyle,Multiple Choice,Sleep in | Go shopping | See friends | Watch films,,TRUE,1,warm,lifestyle,"weekend, lifestyle",,,,warm-up,prediction-game,weekend,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Which item would you save first in a fire?,Funny,Multiple Choice,Phone | Laptop | Photos | Games console,,TRUE,2,playful,values,"funny, priorities",,,,party,priority-check,fire,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Which smell makes you happiest?,Lifestyle,Multiple Choice,Fresh coffee | Fresh laundry | Perfume | Fresh food,,TRUE,1,warm,wellbeing,"senses, comfort",,,,normal,comfort-patterns,smell,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Which snack disappears fastest in your house?,Food,Multiple Choice,Crisps | Chocolate | Biscuits | Ice cream,,TRUE,1,playful,lifestyle,"food, snacks",,,,quick-fire,food-patterns,snacks,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Which date idea sounds best tonight?,Date Night,Multiple Choice,Cinema | Dinner out | Bowling | Stay home,,TRUE,1,romantic,connection,"date-night, activities",,,,date-night,date-planning,dates,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Which would annoy you most?,Habits,Multiple Choice,Being late | Interrupting | Loud chewing | Messiness,,TRUE,2,competitive,communication,"habits, annoyance",,,active-conflict,party,conflict-style,annoyances,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Which emoji do you use most often?,Technology,Multiple Choice,😂 | ❤️ | 😭 | 🔥,,TRUE,1,playful,communication,"technology, texting",,,,quick-fire,personality-scan,emoji,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Would you rather give up coffee or chocolate?,Lifestyle,Preference,Coffee | Chocolate,,TRUE,2,playful,discipline,"lifestyle, habits",,,,normal,self-control,give-up,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Would you rather stay in or go out tonight?,Lifestyle,Preference,Stay in | Go out,,TRUE,1,warm,connection,"weekend, lifestyle",,,,quick-fire,compatibility-check,weekend,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Would you rather rewatch a favourite film or start a new series?,Entertainment,Preference,Rewatch a film | Start a new series,,TRUE,1,playful,lifestyle,"entertainment, habits",,,,quick-fire,habit-check,streaming,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Would you rather receive flowers or food as a surprise?,Romance,Preference,Flowers | Food,,TRUE,2,flirty,romance,"romance, gifts",,,,date-night,love-language,gifts,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Would you rather holiday abroad or in the UK?,Travel,Preference,Abroad | UK,,TRUE,1,playful,future,"travel, future",,,,normal,future-bonding,travel,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Would you rather always be early or always be late?,Habits,Preference,Always early | Always late,,TRUE,2,competitive,communication,"habits, punctuality",,,anger-issues,party,conflict-style,lateness,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Would you rather cook together or order takeaway?,Food,Preference,Cook together | Order takeaway,,TRUE,1,warm,connection,"food, couple",,,,date-night,couple-dynamics,food,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Would you rather go without TV or music for a month?,Entertainment,Preference,No TV | No music,,TRUE,2,playful,lifestyle,"entertainment, lifestyle",,,,normal,priority-check,media,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Would you rather text all day or call once?,Communication,Preference,Text all day | One phone call,,TRUE,2,romantic,communication,"communication, habits",,,,date-night,communication-style,contact,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Who is more likely to forget their charger?,Habits,Multiple Choice,Player 1 | Player 2 | Both | Neither,,TRUE,1,playful,lifestyle,"habits, funny",,,,party,light-fun,forgetful,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Who is more likely to fall asleep during a film?,Entertainment,Multiple Choice,Player 1 | Player 2 | Both | Neither,,TRUE,1,playful,lifestyle,"films, habits",,,,party,prediction-game,sleep,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Who is more likely to spend too long getting ready?,Habits,Multiple Choice,Player 1 | Player 2 | Both | Neither,,TRUE,2,playful,communication,"habits, funny",,,,party,light-fun,getting-ready,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Who is more likely to suggest takeaway?,Food,Multiple Choice,Player 1 | Player 2 | Both | Neither,,TRUE,1,playful,lifestyle,"food, habits",,,,quick-fire,food-patterns,takeaway,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Who is more likely to cry during a sad film?,Entertainment,Multiple Choice,Player 1 | Player 2 | Both | Neither,,TRUE,2,warm,emotion,"emotions, films",,,,normal,emotional-insight,crying,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Who is more likely to spend money impulsively?,Money,Multiple Choice,Player 1 | Player 2 | Both | Neither,,TRUE,2,competitive,money,"money, spending",,,financial-stress,party,money-style,spending,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Who is more likely to start dancing in public?,Funny,Multiple Choice,Player 1 | Player 2 | Both | Neither,,TRUE,1,playful,personality,"funny, confidence",,,,party,personality-scan,dancing,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Who is more likely to survive a zombie apocalypse?,Funny,Multiple Choice,Player 1 | Player 2 | Both | Neither,,TRUE,1,playful,personality,"funny, imagination",,,,party,light-fun,zombie,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Who is more likely to suggest a spontaneous trip?,Travel,Multiple Choice,Player 1 | Player 2 | Both | Neither,,TRUE,2,playful,future,"travel, spontaneity",,,,date-night,future-bonding,spontaneous,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,Who is more likely to check their phone at dinner?,Technology,Multiple Choice,Player 1 | Player 2 | Both | Neither,,TRUE,2,competitive,communication,"technology, habits",,,phone-addiction,party,habit-check,phone,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,True or false: I enjoy cheesy romantic gestures.,Romance,True or False,1 | 0,,TRUE,2,romantic,romance,"romance, affection",,,,date-night,romance-analysis,romance,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,True or false: I would rather stay home than go clubbing.,Social,True or False,1 | 0,,TRUE,1,playful,lifestyle,"social, lifestyle",,,,quick-fire,personality-scan,homebody,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,True or false: I check my phone too much.,Technology,True or False,1 | 0,,TRUE,1,playful,lifestyle,"technology, habits",,,,quick-fire,habit-check,phone,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,True or false: I enjoy planning holidays.,Travel,True or False,1 | 0,,TRUE,1,playful,future,"travel, planning",,,,normal,planning-style,travel,Put Your Money Where Your Mouth,
Put Your Money Where Your Mouth Is,Put Your Points Where Your Mouth Is,True or false: I could eat pizza every week.,Food,True or False,1 | 0,,TRUE,1,playful,lifestyle,"food, comfort",,,,quick-fire,food-patterns,pizza,Put Your Money Where Your Mouth,
Most Like To,Most Likely To,Who is most likely to keep a secret surprise until the perfect moment?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,light,emotional,playful;observant,,,,party;couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to notice when the other person is pretending to be fine?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,empathy;awareness,,,,couples;deep talk,insight,,,
Most Like To,Most Likely To,Who is most likely to suggest one more round?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,social,energy;social,,,,party,engagement,,,
Most Like To,Most Likely To,Who is most likely to get caught smiling at their phone?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,light,romantic,flirty;subtle,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to bring up an old inside joke at exactly the right time?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,playful,social,humor;memory,,,,friends;couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to say yes to a dare?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,playful,social,bold;risk,,,,party,engagement,,,
Most Like To,Most Likely To,Who is most likely to secretly enjoy being teased?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,flirty,romantic,flirty;teasing,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to make the scoreboard personal?,Competition,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,playful,social,competitive;playful,,,,games,engagement,,,
Most Like To,Most Likely To,Who is most likely to laugh at the wrong moment?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,light,social,awkward;humor,,,,party,engagement,,,
Most Like To,Most Likely To,Who is most likely to turn a small moment into a big memory?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,sentimental;present,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to overthink a simple text message?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,light,emotional,overthinking;anxious,,,,solo;couples,insight,,,
Most Like To,Most Likely To,Who is most likely to hype the other person up for no reason?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,emotional,supportive;energy,,,,friends;couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to remember something tiny from months ago?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,warm,emotional,detail;memory,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to fall asleep mid-conversation?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,light,emotional,tired;comfort,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to pretend they’re not competitive (but totally are)?,Competition,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,playful,social,competitive;hidden,,,,games,engagement,,,
Most Like To,Most Likely To,Who is most likely to plan something spontaneous?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,playful,social,spontaneous;adventure,,,,friends;couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to get distracted halfway through a story?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,light,social,scatter;funny,,,,party,engagement,,,
Most Like To,Most Likely To,Who is most likely to start a playful argument just for fun?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,playful,social,teasing;debate,,,,friends,engagement,,,
Most Like To,Most Likely To,Who is most likely to send a risky text and regret it instantly?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,flirty,romantic,impulsive;flirty,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to notice a mood shift first?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,empathy;aware,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to double text and then regret it?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,light,romantic,impulsive;anxious,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to make a situation awkward without realizing?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,social,awkward;social,,,,party,engagement,,,
Most Like To,Most Likely To,Who is most likely to notice a change in tone instantly?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,observant;empathy,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to turn a small win into a big celebration?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,social,energy;joy,,,,friends,engagement,,,
Most Like To,Most Likely To,Who is most likely to say “I’m fine” when they’re clearly not?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,emotion;avoidance,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to flirt without realizing it?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,flirty,romantic,natural;flirty,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to get competitive over something meaningless?,Competition,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,social,competitive;fun,,,,games,engagement,,,
Most Like To,Most Likely To,Who is most likely to hype themselves up before doing something small?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,light,social,energy;confidence,,,,solo,engagement,,,
Most Like To,Most Likely To,Who is most likely to remember exactly how something felt?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,emotional;memory,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to turn a joke into something serious?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,light,emotional,deep;unexpected,,,,friends,engagement,,,
Most Like To,Most Likely To,Who is most likely to get lost in their thoughts mid-conversation?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,light,emotional,daydreaming;absent,,,,solo,insight,,,
Most Like To,Most Likely To,Who is most likely to make eye contact and not break it?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,flirty,romantic,intense;flirty,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to take things too literally?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,social,literal;humor,,,,party,engagement,,,
Most Like To,Most Likely To,Who is most likely to start something they don’t finish?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,light,social,scatter;energy,,,,solo,insight,,,
Most Like To,Most Likely To,Who is most likely to comfort someone without saying anything?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,support;quiet,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to send a message and instantly check if it’s been read?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,light,romantic,anxious;attached,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to keep things light even in serious moments?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,playful,social,energy;deflection,,,,friends,engagement,,,
Most Like To,Most Likely To,Who is most likely to take a joke personally?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,light,emotional,sensitive;emotion,,,,friends,insight,,,
Most Like To,Most Likely To,Who is most likely to say exactly what they’re thinking?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,warm,social,honest;direct,,,,solo,insight,,,
Most Like To,Most Likely To,Who is most likely to notice when someone needs space?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,awareness;respect,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to turn a boring moment into something fun?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,social,creative;energy,,,,friends,engagement,,,
Most Like To,Most Likely To,Who is most likely to replay a conversation in their head later?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,light,emotional,overthinking;memory,,,,solo,insight,,,
Most Like To,Most Likely To,Who is most likely to smile when they shouldn’t?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,social,awkward;joy,,,,party,engagement,,,
Most Like To,Most Likely To,Who is most likely to give in during an argument first?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,peacekeeping;soft,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to make the first move?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,flirty,romantic,bold;confident,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to get distracted by something random?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,social,random;attention,,,,party,engagement,,,
Most Like To,Most Likely To,Who is most likely to notice details others miss?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,warm,emotional,observant;detail,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to get shy unexpectedly?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,flirty,romantic,shy;soft,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to take the lead in planning something?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,warm,social,organized;leader,,,,friends,insight,,,
Most Like To,Most Likely To,Who is most likely to turn sarcasm into an art form?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,social,sarcasm;humor,,,,friends,engagement,,,
Most Like To,Most Likely To,Who is most likely to make others laugh without trying?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,social,natural;humor,,,,party,engagement,,,
