Sheet,Game,Question,Category,Question Type,Options,Correct Answer,Active,Intensity,Tone,Relationship Area,Tags,Notes,Memory Lane Mode,Avoid If,Game Suitability,AI Use Case,Repeat Group,Default Answer Type,Answer Type,Unit Label,Scoring Divisor,Rounding Mode,Round Penalty Value,Fixed Penalty,Scoring Mode,Scoring Outcome Type,Source Label,Added By,Original Sheet,Original Question Type
Memory Lane,Memory Lane,What embarrassing moment can you laugh about now but absolutely could not laugh about then that you have never fully explained?,Embarrassments,Text Answer,,,TRUE,2,playful,Embarrassments,embarrassment;funny;that-you-have-never-fully-explained,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-4-2,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What embarrassing moment can you laugh about now but absolutely could not laugh about then that would make the other person understand you better?,Embarrassments,Text Answer,,,TRUE,2,playful,Embarrassments,embarrassment;funny;that-would-make-the-other-person-understand-you-better,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-4-3,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What embarrassing moment can you laugh about now but absolutely could not laugh about then that feels funnier now than it did then?,Embarrassments,Text Answer,,,TRUE,2,playful,Embarrassments,embarrassment;funny;that-feels-funnier-now-than-it-did-then,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-4-4,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What embarrassing moment can you laugh about now but absolutely could not laugh about then that still feels a bit tender?,Embarrassments,Text Answer,,,TRUE,2,playful,Embarrassments,embarrassment;funny;that-still-feels-a-bit-tender,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-4-5,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What embarrassing moment can you laugh about now but absolutely could not laugh about then that you would put in a private diary chapter?,Embarrassments,Text Answer,,,TRUE,2,playful,Embarrassments,embarrassment;funny;that-you-would-put-in-a-private-diary-chapter,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-4-6,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,"What embarrassing moment can you laugh about now but absolutely could not laugh about then that involved a place, song, food, or smell?",Embarrassments,Text Answer,,,TRUE,2,playful,Embarrassments,embarrassment;funny;that-involved-a-place-song-food-or-smell,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-4-7,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What embarrassing moment can you laugh about now but absolutely could not laugh about then that changed how you see yourself?,Embarrassments,Text Answer,,,TRUE,2,playful,Embarrassments,embarrassment;funny;that-changed-how-you-see-yourself,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-4-8,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What embarrassing moment can you laugh about now but absolutely could not laugh about then that you would only tell someone you really trust?,Embarrassments,Text Answer,,,TRUE,2,playful,Embarrassments,embarrassment;funny;that-you-would-only-tell-someone-you-really-trust,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-4-9,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What embarrassing moment can you laugh about now but absolutely could not laugh about then that was slightly naughty but still sweet?,Embarrassments,Text Answer,,,TRUE,2,playful,Embarrassments,embarrassment;funny;that-was-slightly-naughty-but-still-sweet,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-4-10,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What embarrassing moment can you laugh about now but absolutely could not laugh about then that deserves to be remembered properly?,Embarrassments,Text Answer,,,TRUE,2,playful,Embarrassments,embarrassment;funny;that-deserves-to-be-remembered-properly,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-4-11,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What embarrassing moment can you laugh about now but absolutely could not laugh about then that made you feel chosen?,Embarrassments,Text Answer,,,TRUE,2,playful,Embarrassments,embarrassment;funny;that-made-you-feel-chosen,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-4-12,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What embarrassing moment can you laugh about now but absolutely could not laugh about then that made you grow up a bit?,Embarrassments,Text Answer,,,TRUE,2,playful,Embarrassments,embarrassment;funny;that-made-you-grow-up-a-bit,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-4-13,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What embarrassing moment can you laugh about now but absolutely could not laugh about then that you wish you had a photo of?,Embarrassments,Text Answer,,,TRUE,2,playful,Embarrassments,embarrassment;funny;that-you-wish-you-had-a-photo-of,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-4-14,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What first experience would you happily replay once from before you met?,Firsts,Favourite,,,TRUE,2,warm,Firsts,firsts;replay;from-before-you-met,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-0,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What first experience would you happily replay once from the early days of Jay and Kim?,Firsts,Favourite,,,TRUE,2,warm,Firsts,firsts;replay;from-the-early-days-of-jay-and-kim,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-1,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What first experience would you happily replay once that you have never fully explained?,Firsts,Favourite,,,TRUE,2,warm,Firsts,firsts;replay;that-you-have-never-fully-explained,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-2,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What first experience would you happily replay once that would make the other person understand you better?,Firsts,Favourite,,,TRUE,2,warm,Firsts,firsts;replay;that-would-make-the-other-person-understand-you-better,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-3,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What first experience would you happily replay once that feels funnier now than it did then?,Firsts,Favourite,,,TRUE,2,warm,Firsts,firsts;replay;that-feels-funnier-now-than-it-did-then,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-4,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What first experience would you happily replay once that still feels a bit tender?,Firsts,Favourite,,,TRUE,2,warm,Firsts,firsts;replay;that-still-feels-a-bit-tender,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-5,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What first experience would you happily replay once that you would put in a private diary chapter?,Firsts,Favourite,,,TRUE,2,warm,Firsts,firsts;replay;that-you-would-put-in-a-private-diary-chapter,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-6,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,"What first experience would you happily replay once that involved a place, song, food, or smell?",Firsts,Favourite,,,TRUE,2,warm,Firsts,firsts;replay;that-involved-a-place-song-food-or-smell,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-7,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What first experience would you happily replay once that changed how you see yourself?,Firsts,Favourite,,,TRUE,2,warm,Firsts,firsts;replay;that-changed-how-you-see-yourself,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-8,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What first experience would you happily replay once that you would only tell someone you really trust?,Firsts,Favourite,,,TRUE,2,warm,Firsts,firsts;replay;that-you-would-only-tell-someone-you-really-trust,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-9,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What first experience would you happily replay once that was slightly naughty but still sweet?,Firsts,Favourite,,,TRUE,2,warm,Firsts,firsts;replay;that-was-slightly-naughty-but-still-sweet,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-10,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What first experience would you happily replay once that deserves to be remembered properly?,Firsts,Favourite,,,TRUE,2,warm,Firsts,firsts;replay;that-deserves-to-be-remembered-properly,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-11,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What first experience would you happily replay once that made you feel chosen?,Firsts,Favourite,,,TRUE,2,warm,Firsts,firsts;replay;that-made-you-feel-chosen,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-12,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What first experience would you happily replay once that made you grow up a bit?,Firsts,Favourite,,,TRUE,2,warm,Firsts,firsts;replay;that-made-you-grow-up-a-bit,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-13,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What first experience would you happily replay once that you wish you had a photo of?,Firsts,Favourite,,,TRUE,2,warm,Firsts,firsts;replay;that-you-wish-you-had-a-photo-of,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-14,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What memory still makes you laugh for a stupid reason from before you met?,Funny Moments,Text Answer,,,TRUE,2,playful,Funny Moments,funny;laughter;from-before-you-met,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-0,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What memory still makes you laugh for a stupid reason from the early days of Jay and Kim?,Funny Moments,Text Answer,,,TRUE,2,playful,Funny Moments,funny;laughter;from-the-early-days-of-jay-and-kim,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-1,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What memory still makes you laugh for a stupid reason that you have never fully explained?,Funny Moments,Text Answer,,,TRUE,2,playful,Funny Moments,funny;laughter;that-you-have-never-fully-explained,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-2,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What memory still makes you laugh for a stupid reason that would make the other person understand you better?,Funny Moments,Text Answer,,,TRUE,2,playful,Funny Moments,funny;laughter;that-would-make-the-other-person-understand-you-better,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-3,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What memory still makes you laugh for a stupid reason that feels funnier now than it did then?,Funny Moments,Text Answer,,,TRUE,2,playful,Funny Moments,funny;laughter;that-feels-funnier-now-than-it-did-then,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-4,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What memory still makes you laugh for a stupid reason that still feels a bit tender?,Funny Moments,Text Answer,,,TRUE,2,playful,Funny Moments,funny;laughter;that-still-feels-a-bit-tender,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-5,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What memory still makes you laugh for a stupid reason that you would put in a private diary chapter?,Funny Moments,Text Answer,,,TRUE,2,playful,Funny Moments,funny;laughter;that-you-would-put-in-a-private-diary-chapter,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-6,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,"What memory still makes you laugh for a stupid reason that involved a place, song, food, or smell?",Funny Moments,Text Answer,,,TRUE,2,playful,Funny Moments,funny;laughter;that-involved-a-place-song-food-or-smell,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-7,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What memory still makes you laugh for a stupid reason that changed how you see yourself?,Funny Moments,Text Answer,,,TRUE,2,playful,Funny Moments,funny;laughter;that-changed-how-you-see-yourself,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-8,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What memory still makes you laugh for a stupid reason that you would only tell someone you really trust?,Funny Moments,Text Answer,,,TRUE,2,playful,Funny Moments,funny;laughter;that-you-would-only-tell-someone-you-really-trust,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-9,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What memory still makes you laugh for a stupid reason that was slightly naughty but still sweet?,Funny Moments,Text Answer,,,TRUE,2,playful,Funny Moments,funny;laughter;that-was-slightly-naughty-but-still-sweet,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-10,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What memory still makes you laugh for a stupid reason that deserves to be remembered properly?,Funny Moments,Text Answer,,,TRUE,2,playful,Funny Moments,funny;laughter;that-deserves-to-be-remembered-properly,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-11,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What memory still makes you laugh for a stupid reason that made you feel chosen?,Funny Moments,Text Answer,,,TRUE,2,playful,Funny Moments,funny;laughter;that-made-you-feel-chosen,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-12,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What memory still makes you laugh for a stupid reason that made you grow up a bit?,Funny Moments,Text Answer,,,TRUE,2,playful,Funny Moments,funny;laughter;that-made-you-grow-up-a-bit,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-13,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What memory still makes you laugh for a stupid reason that you wish you had a photo of?,Funny Moments,Text Answer,,,TRUE,2,playful,Funny Moments,funny;laughter;that-you-wish-you-had-a-photo-of,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-14,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which kind of family memory sticks with you most from before you met?,Family,Multiple Choice,Funny chaos | Warm tradition | Awkward drama | Quiet support,,TRUE,2,nostalgic,Family,family;memory-style;from-before-you-met,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-0,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which kind of family memory sticks with you most from the early days of Jay and Kim?,Family,Multiple Choice,Funny chaos | Warm tradition | Awkward drama | Quiet support,,TRUE,2,nostalgic,Family,family;memory-style;from-the-early-days-of-jay-and-kim,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-1,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which kind of family memory sticks with you most that you have never fully explained?,Family,Multiple Choice,Funny chaos | Warm tradition | Awkward drama | Quiet support,,TRUE,2,nostalgic,Family,family;memory-style;that-you-have-never-fully-explained,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-2,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which kind of family memory sticks with you most that would make the other person understand you better?,Family,Multiple Choice,Funny chaos | Warm tradition | Awkward drama | Quiet support,,TRUE,2,nostalgic,Family,family;memory-style;that-would-make-the-other-person-understand-you-better,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-3,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which kind of family memory sticks with you most that feels funnier now than it did then?,Family,Multiple Choice,Funny chaos | Warm tradition | Awkward drama | Quiet support,,TRUE,2,nostalgic,Family,family;memory-style;that-feels-funnier-now-than-it-did-then,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-4,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which kind of family memory sticks with you most that still feels a bit tender?,Family,Multiple Choice,Funny chaos | Warm tradition | Awkward drama | Quiet support,,TRUE,2,nostalgic,Family,family;memory-style;that-still-feels-a-bit-tender,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-5,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which kind of family memory sticks with you most that you would put in a private diary chapter?,Family,Multiple Choice,Funny chaos | Warm tradition | Awkward drama | Quiet support,,TRUE,2,nostalgic,Family,family;memory-style;that-you-would-put-in-a-private-diary-chapter,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-6,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,"Which kind of family memory sticks with you most that involved a place, song, food, or smell?",Family,Multiple Choice,Funny chaos | Warm tradition | Awkward drama | Quiet support,,TRUE,2,nostalgic,Family,family;memory-style;that-involved-a-place-song-food-or-smell,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-7,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which kind of family memory sticks with you most that changed how you see yourself?,Family,Multiple Choice,Funny chaos | Warm tradition | Awkward drama | Quiet support,,TRUE,2,nostalgic,Family,family;memory-style;that-changed-how-you-see-yourself,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-8,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which kind of family memory sticks with you most that you would only tell someone you really trust?,Family,Multiple Choice,Funny chaos | Warm tradition | Awkward drama | Quiet support,,TRUE,2,nostalgic,Family,family;memory-style;that-you-would-only-tell-someone-you-really-trust,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-9,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which kind of family memory sticks with you most that was slightly naughty but still sweet?,Family,Multiple Choice,Funny chaos | Warm tradition | Awkward drama | Quiet support,,TRUE,2,nostalgic,Family,family;memory-style;that-was-slightly-naughty-but-still-sweet,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-10,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which kind of family memory sticks with you most that deserves to be remembered properly?,Family,Multiple Choice,Funny chaos | Warm tradition | Awkward drama | Quiet support,,TRUE,2,nostalgic,Family,family;memory-style;that-deserves-to-be-remembered-properly,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-11,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which kind of family memory sticks with you most that made you feel chosen?,Family,Multiple Choice,Funny chaos | Warm tradition | Awkward drama | Quiet support,,TRUE,2,nostalgic,Family,family;memory-style;that-made-you-feel-chosen,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-12,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which kind of family memory sticks with you most that made you grow up a bit?,Family,Multiple Choice,Funny chaos | Warm tradition | Awkward drama | Quiet support,,TRUE,2,nostalgic,Family,family;memory-style;that-made-you-grow-up-a-bit,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-13,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which kind of family memory sticks with you most that you wish you had a photo of?,Family,Multiple Choice,Funny chaos | Warm tradition | Awkward drama | Quiet support,,TRUE,2,nostalgic,Family,family;memory-style;that-you-wish-you-had-a-photo-of,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-14,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What friend memory shaped the way you trust people from before you met?,Friends,Text Answer,,,TRUE,2,thoughtful,Friends,friends;trust;from-before-you-met,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-0,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What friend memory shaped the way you trust people from the early days of Jay and Kim?,Friends,Text Answer,,,TRUE,2,thoughtful,Friends,friends;trust;from-the-early-days-of-jay-and-kim,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-1,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What friend memory shaped the way you trust people that you have never fully explained?,Friends,Text Answer,,,TRUE,2,thoughtful,Friends,friends;trust;that-you-have-never-fully-explained,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-2,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What friend memory shaped the way you trust people that would make the other person understand you better?,Friends,Text Answer,,,TRUE,2,thoughtful,Friends,friends;trust;that-would-make-the-other-person-understand-you-better,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-3,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What friend memory shaped the way you trust people that feels funnier now than it did then?,Friends,Text Answer,,,TRUE,2,thoughtful,Friends,friends;trust;that-feels-funnier-now-than-it-did-then,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-4,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
