question,category,roundType,defaultAnswerType,answerType,multipleChoiceOptions,correctAnswer,tags,intensity,tone,relationshipArea,avoidIf,gameSuitability,aiUseCase,repeatGroup,unitLabel,scoringDivisor,roundingMode,roundPenaltyValue,fixedPenalty,scoringMode,scoringOutcomeType,notes,sourceLabel,addedBy,active
What embarrassing moment can you laugh about now but absolutely could not laugh about then that you would only tell someone you really trust?,Embarrassments,text,text,text,,,embarrassment;funny;that-you-would-only-tell-someone-you-really-trust,2,playful,Embarrassments,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-4-9,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What embarrassing moment can you laugh about now but absolutely could not laugh about then that was slightly naughty but still sweet?,Embarrassments,text,text,text,,,embarrassment;funny;that-was-slightly-naughty-but-still-sweet,2,playful,Embarrassments,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-4-10,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What embarrassing moment can you laugh about now but absolutely could not laugh about then that deserves to be remembered properly?,Embarrassments,text,text,text,,,embarrassment;funny;that-deserves-to-be-remembered-properly,2,playful,Embarrassments,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-4-11,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What embarrassing moment can you laugh about now but absolutely could not laugh about then that made you feel chosen?,Embarrassments,text,text,text,,,embarrassment;funny;that-made-you-feel-chosen,2,playful,Embarrassments,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-4-12,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What embarrassing moment can you laugh about now but absolutely could not laugh about then that made you grow up a bit?,Embarrassments,text,text,text,,,embarrassment;funny;that-made-you-grow-up-a-bit,2,playful,Embarrassments,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-4-13,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What embarrassing moment can you laugh about now but absolutely could not laugh about then that you wish you had a photo of?,Embarrassments,text,text,text,,,embarrassment;funny;that-you-wish-you-had-a-photo-of,2,playful,Embarrassments,,Memory Lane,memory prompt;diary insight;relationship history,memory-embarrassments-4-14,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What first experience would you happily replay once from before you met?,Firsts,favourite,text,text,,,firsts;replay;from-before-you-met,2,warm,Firsts,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-0,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What first experience would you happily replay once from the early days of Jay and Kim?,Firsts,favourite,text,text,,,firsts;replay;from-the-early-days-of-jay-and-kim,2,warm,Firsts,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-1,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What first experience would you happily replay once that you have never fully explained?,Firsts,favourite,text,text,,,firsts;replay;that-you-have-never-fully-explained,2,warm,Firsts,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-2,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What first experience would you happily replay once that would make the other person understand you better?,Firsts,favourite,text,text,,,firsts;replay;that-would-make-the-other-person-understand-you-better,2,warm,Firsts,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-3,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What first experience would you happily replay once that feels funnier now than it did then?,Firsts,favourite,text,text,,,firsts;replay;that-feels-funnier-now-than-it-did-then,2,warm,Firsts,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-4,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What first experience would you happily replay once that still feels a bit tender?,Firsts,favourite,text,text,,,firsts;replay;that-still-feels-a-bit-tender,2,warm,Firsts,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-5,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What first experience would you happily replay once that you would put in a private diary chapter?,Firsts,favourite,text,text,,,firsts;replay;that-you-would-put-in-a-private-diary-chapter,2,warm,Firsts,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-6,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
"What first experience would you happily replay once that involved a place, song, food, or smell?",Firsts,favourite,text,text,,,firsts;replay;that-involved-a-place-song-food-or-smell,2,warm,Firsts,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-7,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What first experience would you happily replay once that changed how you see yourself?,Firsts,favourite,text,text,,,firsts;replay;that-changed-how-you-see-yourself,2,warm,Firsts,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-8,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What first experience would you happily replay once that you would only tell someone you really trust?,Firsts,favourite,text,text,,,firsts;replay;that-you-would-only-tell-someone-you-really-trust,2,warm,Firsts,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-9,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What first experience would you happily replay once that was slightly naughty but still sweet?,Firsts,favourite,text,text,,,firsts;replay;that-was-slightly-naughty-but-still-sweet,2,warm,Firsts,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-10,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What first experience would you happily replay once that deserves to be remembered properly?,Firsts,favourite,text,text,,,firsts;replay;that-deserves-to-be-remembered-properly,2,warm,Firsts,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-11,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What first experience would you happily replay once that made you feel chosen?,Firsts,favourite,text,text,,,firsts;replay;that-made-you-feel-chosen,2,warm,Firsts,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-12,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What first experience would you happily replay once that made you grow up a bit?,Firsts,favourite,text,text,,,firsts;replay;that-made-you-grow-up-a-bit,2,warm,Firsts,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-13,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What first experience would you happily replay once that you wish you had a photo of?,Firsts,favourite,text,text,,,firsts;replay;that-you-wish-you-had-a-photo-of,2,warm,Firsts,,Memory Lane,memory prompt;diary insight;relationship history,memory-firsts-5-14,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What memory still makes you laugh for a stupid reason from before you met?,Funny Moments,text,text,text,,,funny;laughter;from-before-you-met,2,playful,Funny Moments,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-0,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What memory still makes you laugh for a stupid reason from the early days of Jay and Kim?,Funny Moments,text,text,text,,,funny;laughter;from-the-early-days-of-jay-and-kim,2,playful,Funny Moments,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-1,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What memory still makes you laugh for a stupid reason that you have never fully explained?,Funny Moments,text,text,text,,,funny;laughter;that-you-have-never-fully-explained,2,playful,Funny Moments,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-2,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What memory still makes you laugh for a stupid reason that would make the other person understand you better?,Funny Moments,text,text,text,,,funny;laughter;that-would-make-the-other-person-understand-you-better,2,playful,Funny Moments,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-3,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What memory still makes you laugh for a stupid reason that feels funnier now than it did then?,Funny Moments,text,text,text,,,funny;laughter;that-feels-funnier-now-than-it-did-then,2,playful,Funny Moments,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-4,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What memory still makes you laugh for a stupid reason that still feels a bit tender?,Funny Moments,text,text,text,,,funny;laughter;that-still-feels-a-bit-tender,2,playful,Funny Moments,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-5,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What memory still makes you laugh for a stupid reason that you would put in a private diary chapter?,Funny Moments,text,text,text,,,funny;laughter;that-you-would-put-in-a-private-diary-chapter,2,playful,Funny Moments,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-6,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
"What memory still makes you laugh for a stupid reason that involved a place, song, food, or smell?",Funny Moments,text,text,text,,,funny;laughter;that-involved-a-place-song-food-or-smell,2,playful,Funny Moments,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-7,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What memory still makes you laugh for a stupid reason that changed how you see yourself?,Funny Moments,text,text,text,,,funny;laughter;that-changed-how-you-see-yourself,2,playful,Funny Moments,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-8,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What memory still makes you laugh for a stupid reason that you would only tell someone you really trust?,Funny Moments,text,text,text,,,funny;laughter;that-you-would-only-tell-someone-you-really-trust,2,playful,Funny Moments,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-9,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What memory still makes you laugh for a stupid reason that was slightly naughty but still sweet?,Funny Moments,text,text,text,,,funny;laughter;that-was-slightly-naughty-but-still-sweet,2,playful,Funny Moments,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-10,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What memory still makes you laugh for a stupid reason that deserves to be remembered properly?,Funny Moments,text,text,text,,,funny;laughter;that-deserves-to-be-remembered-properly,2,playful,Funny Moments,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-11,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What memory still makes you laugh for a stupid reason that made you feel chosen?,Funny Moments,text,text,text,,,funny;laughter;that-made-you-feel-chosen,2,playful,Funny Moments,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-12,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What memory still makes you laugh for a stupid reason that made you grow up a bit?,Funny Moments,text,text,text,,,funny;laughter;that-made-you-grow-up-a-bit,2,playful,Funny Moments,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-13,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What memory still makes you laugh for a stupid reason that you wish you had a photo of?,Funny Moments,text,text,text,,,funny;laughter;that-you-wish-you-had-a-photo-of,2,playful,Funny Moments,,Memory Lane,memory prompt;diary insight;relationship history,memory-funny-moments-6-14,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
Which kind of family memory sticks with you most from before you met?,Family,multipleChoice,multipleChoice,multipleChoice,Funny chaos|Warm tradition|Awkward drama|Quiet support,,family;memory-style;from-before-you-met,2,nostalgic,Family,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-0,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
Which kind of family memory sticks with you most from the early days of Jay and Kim?,Family,multipleChoice,multipleChoice,multipleChoice,Funny chaos|Warm tradition|Awkward drama|Quiet support,,family;memory-style;from-the-early-days-of-jay-and-kim,2,nostalgic,Family,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-1,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
Which kind of family memory sticks with you most that you have never fully explained?,Family,multipleChoice,multipleChoice,multipleChoice,Funny chaos|Warm tradition|Awkward drama|Quiet support,,family;memory-style;that-you-have-never-fully-explained,2,nostalgic,Family,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-2,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
Which kind of family memory sticks with you most that would make the other person understand you better?,Family,multipleChoice,multipleChoice,multipleChoice,Funny chaos|Warm tradition|Awkward drama|Quiet support,,family;memory-style;that-would-make-the-other-person-understand-you-better,2,nostalgic,Family,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-3,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
Which kind of family memory sticks with you most that feels funnier now than it did then?,Family,multipleChoice,multipleChoice,multipleChoice,Funny chaos|Warm tradition|Awkward drama|Quiet support,,family;memory-style;that-feels-funnier-now-than-it-did-then,2,nostalgic,Family,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-4,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
Which kind of family memory sticks with you most that still feels a bit tender?,Family,multipleChoice,multipleChoice,multipleChoice,Funny chaos|Warm tradition|Awkward drama|Quiet support,,family;memory-style;that-still-feels-a-bit-tender,2,nostalgic,Family,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-5,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
Which kind of family memory sticks with you most that you would put in a private diary chapter?,Family,multipleChoice,multipleChoice,multipleChoice,Funny chaos|Warm tradition|Awkward drama|Quiet support,,family;memory-style;that-you-would-put-in-a-private-diary-chapter,2,nostalgic,Family,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-6,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
"Which kind of family memory sticks with you most that involved a place, song, food, or smell?",Family,multipleChoice,multipleChoice,multipleChoice,Funny chaos|Warm tradition|Awkward drama|Quiet support,,family;memory-style;that-involved-a-place-song-food-or-smell,2,nostalgic,Family,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-7,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
Which kind of family memory sticks with you most that changed how you see yourself?,Family,multipleChoice,multipleChoice,multipleChoice,Funny chaos|Warm tradition|Awkward drama|Quiet support,,family;memory-style;that-changed-how-you-see-yourself,2,nostalgic,Family,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-8,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
Which kind of family memory sticks with you most that you would only tell someone you really trust?,Family,multipleChoice,multipleChoice,multipleChoice,Funny chaos|Warm tradition|Awkward drama|Quiet support,,family;memory-style;that-you-would-only-tell-someone-you-really-trust,2,nostalgic,Family,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-9,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
Which kind of family memory sticks with you most that was slightly naughty but still sweet?,Family,multipleChoice,multipleChoice,multipleChoice,Funny chaos|Warm tradition|Awkward drama|Quiet support,,family;memory-style;that-was-slightly-naughty-but-still-sweet,2,nostalgic,Family,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-10,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
Which kind of family memory sticks with you most that deserves to be remembered properly?,Family,multipleChoice,multipleChoice,multipleChoice,Funny chaos|Warm tradition|Awkward drama|Quiet support,,family;memory-style;that-deserves-to-be-remembered-properly,2,nostalgic,Family,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-11,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
Which kind of family memory sticks with you most that made you feel chosen?,Family,multipleChoice,multipleChoice,multipleChoice,Funny chaos|Warm tradition|Awkward drama|Quiet support,,family;memory-style;that-made-you-feel-chosen,2,nostalgic,Family,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-12,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
Which kind of family memory sticks with you most that made you grow up a bit?,Family,multipleChoice,multipleChoice,multipleChoice,Funny chaos|Warm tradition|Awkward drama|Quiet support,,family;memory-style;that-made-you-grow-up-a-bit,2,nostalgic,Family,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-13,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
Which kind of family memory sticks with you most that you wish you had a photo of?,Family,multipleChoice,multipleChoice,multipleChoice,Funny chaos|Warm tradition|Awkward drama|Quiet support,,family;memory-style;that-you-wish-you-had-a-photo-of,2,nostalgic,Family,,Memory Lane,memory prompt;diary insight;relationship history,memory-family-7-14,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What friend memory shaped the way you trust people from before you met?,Friends,text,text,text,,,friends;trust;from-before-you-met,2,thoughtful,Friends,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-0,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What friend memory shaped the way you trust people from the early days of Jay and Kim?,Friends,text,text,text,,,friends;trust;from-the-early-days-of-jay-and-kim,2,thoughtful,Friends,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-1,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What friend memory shaped the way you trust people that you have never fully explained?,Friends,text,text,text,,,friends;trust;that-you-have-never-fully-explained,2,thoughtful,Friends,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-2,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What friend memory shaped the way you trust people that would make the other person understand you better?,Friends,text,text,text,,,friends;trust;that-would-make-the-other-person-understand-you-better,2,thoughtful,Friends,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-3,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What friend memory shaped the way you trust people that feels funnier now than it did then?,Friends,text,text,text,,,friends;trust;that-feels-funnier-now-than-it-did-then,2,thoughtful,Friends,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-4,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What friend memory shaped the way you trust people that still feels a bit tender?,Friends,text,text,text,,,friends;trust;that-still-feels-a-bit-tender,2,thoughtful,Friends,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-5,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What friend memory shaped the way you trust people that you would put in a private diary chapter?,Friends,text,text,text,,,friends;trust;that-you-would-put-in-a-private-diary-chapter,2,thoughtful,Friends,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-6,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
"What friend memory shaped the way you trust people that involved a place, song, food, or smell?",Friends,text,text,text,,,friends;trust;that-involved-a-place-song-food-or-smell,2,thoughtful,Friends,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-7,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What friend memory shaped the way you trust people that changed how you see yourself?,Friends,text,text,text,,,friends;trust;that-changed-how-you-see-yourself,2,thoughtful,Friends,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-8,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What friend memory shaped the way you trust people that you would only tell someone you really trust?,Friends,text,text,text,,,friends;trust;that-you-would-only-tell-someone-you-really-trust,2,thoughtful,Friends,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-9,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What friend memory shaped the way you trust people that was slightly naughty but still sweet?,Friends,text,text,text,,,friends;trust;that-was-slightly-naughty-but-still-sweet,2,thoughtful,Friends,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-10,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What friend memory shaped the way you trust people that deserves to be remembered properly?,Friends,text,text,text,,,friends;trust;that-deserves-to-be-remembered-properly,2,thoughtful,Friends,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-11,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What friend memory shaped the way you trust people that made you feel chosen?,Friends,text,text,text,,,friends;trust;that-made-you-feel-chosen,2,thoughtful,Friends,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-12,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What friend memory shaped the way you trust people that made you grow up a bit?,Friends,text,text,text,,,friends;trust;that-made-you-grow-up-a-bit,2,thoughtful,Friends,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-13,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What friend memory shaped the way you trust people that you wish you had a photo of?,Friends,text,text,text,,,friends;trust;that-you-wish-you-had-a-photo-of,2,thoughtful,Friends,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-14,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What school memory still irritates you a little bit from before you met?,School,petPeeve,text,text,,,school;pet-peeve;from-before-you-met,2,playful,School,,Memory Lane,memory prompt;diary insight;relationship history,memory-school-9-0,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What school memory still irritates you a little bit from the early days of Jay and Kim?,School,petPeeve,text,text,,,school;pet-peeve;from-the-early-days-of-jay-and-kim,2,playful,School,,Memory Lane,memory prompt;diary insight;relationship history,memory-school-9-1,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What school memory still irritates you a little bit that you have never fully explained?,School,petPeeve,text,text,,,school;pet-peeve;that-you-have-never-fully-explained,2,playful,School,,Memory Lane,memory prompt;diary insight;relationship history,memory-school-9-2,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What school memory still irritates you a little bit that would make the other person understand you better?,School,petPeeve,text,text,,,school;pet-peeve;that-would-make-the-other-person-understand-you-better,2,playful,School,,Memory Lane,memory prompt;diary insight;relationship history,memory-school-9-3,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
What school memory still irritates you a little bit that feels funnier now than it did then?,School,petPeeve,text,text,,,school;pet-peeve;that-feels-funnier-now-than-it-did-then,2,playful,School,,Memory Lane,memory prompt;diary insight;relationship history,memory-school-9-4,,1,nearest,5,5,manual,memory,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,Memory Lane Draft May 2026,Codex,TRUE
