question,category,roundType,defaultAnswerType,answerType,multipleChoiceOptions,correctAnswer,tags,intensity,tone,relationshipArea,avoidIf,gameSuitability,aiUseCase,repeatGroup,unitLabel,scoringDivisor,roundingMode,roundPenaltyValue,fixedPenalty,scoringMode,scoringOutcomeType,notes,sourceLabel,addedBy,active
Which future goal feels most exciting to build together? on a lazy weekend?,Future Plans,multipleChoice,multipleChoice,multipleChoice,A home|Travel|Financial freedom|A calmer life,,future;goals;on-a-lazy-weekend,2,playful,Future Plans,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-future-plans-4-2,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which future goal feels most exciting to build together? during a romantic night in?,Future Plans,multipleChoice,multipleChoice,multipleChoice,A home|Travel|Financial freedom|A calmer life,,future;goals;during-a-romantic-night-in,2,playful,Future Plans,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-future-plans-4-3,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which future goal feels most exciting to build together? when you are both feeling playful?,Future Plans,multipleChoice,multipleChoice,multipleChoice,A home|Travel|Financial freedom|A calmer life,,future;goals;when-you-are-both-feeling-playful,2,playful,Future Plans,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-future-plans-4-4,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which future goal feels most exciting to build together? after a disagreement?,Future Plans,multipleChoice,multipleChoice,multipleChoice,A home|Travel|Financial freedom|A calmer life,,future;goals;after-a-disagreement,2,playful,Future Plans,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-future-plans-4-5,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which future goal feels most exciting to build together? on holiday?,Future Plans,multipleChoice,multipleChoice,multipleChoice,A home|Travel|Financial freedom|A calmer life,,future;goals;on-holiday,2,playful,Future Plans,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-future-plans-4-6,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which future goal feels most exciting to build together? when planning the future?,Future Plans,multipleChoice,multipleChoice,multipleChoice,A home|Travel|Financial freedom|A calmer life,,future;goals;when-planning-the-future,2,playful,Future Plans,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-future-plans-4-7,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which future goal feels most exciting to build together? when money is tighter than usual?,Future Plans,multipleChoice,multipleChoice,multipleChoice,A home|Travel|Financial freedom|A calmer life,,future;goals;when-money-is-tighter-than-usual,2,playful,Future Plans,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-future-plans-4-8,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which future goal feels most exciting to build together? when you both need reassurance?,Future Plans,multipleChoice,multipleChoice,multipleChoice,A home|Travel|Financial freedom|A calmer life,,future;goals;when-you-both-need-reassurance,2,playful,Future Plans,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-future-plans-4-9,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which future goal feels most exciting to build together? during a naughty private mood?,Future Plans,multipleChoice,multipleChoice,multipleChoice,A home|Travel|Financial freedom|A calmer life,,future;goals;during-a-naughty-private-mood,2,playful,Future Plans,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-future-plans-4-10,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which future goal feels most exciting to build together? when family or friends are around?,Future Plans,multipleChoice,multipleChoice,multipleChoice,A home|Travel|Financial freedom|A calmer life,,future;goals;when-family-or-friends-are-around,2,playful,Future Plans,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-future-plans-4-11,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which future goal feels most exciting to build together? when you have not had enough sleep?,Future Plans,multipleChoice,multipleChoice,multipleChoice,A home|Travel|Financial freedom|A calmer life,,future;goals;when-you-have-not-had-enough-sleep,2,playful,Future Plans,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-future-plans-4-12,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which future goal feels most exciting to build together? when you want the night to feel special?,Future Plans,multipleChoice,multipleChoice,multipleChoice,A home|Travel|Financial freedom|A calmer life,,future;goals;when-you-want-the-night-to-feel-special,2,playful,Future Plans,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-future-plans-4-13,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which future goal feels most exciting to build together? when everything has been a bit too serious?,Future Plans,multipleChoice,multipleChoice,multipleChoice,A home|Travel|Financial freedom|A calmer life,,future;goals;when-everything-has-been-a-bit-too-serious,2,playful,Future Plans,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-future-plans-4-14,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
"When money is tight, what feels more natural? (when life is calm)",Money,preference,multipleChoice,multipleChoice,Cut back hard|Keep small treats,,money;stress;when-life-is-calm,2,practical,Money,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-money-5-0,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
"When money is tight, what feels more natural? (when one of you is stressed)",Money,preference,multipleChoice,multipleChoice,Cut back hard|Keep small treats,,money;stress;when-one-of-you-is-stressed,2,practical,Money,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-money-5-1,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
"When money is tight, what feels more natural? (on a lazy weekend)",Money,preference,multipleChoice,multipleChoice,Cut back hard|Keep small treats,,money;stress;on-a-lazy-weekend,2,practical,Money,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-money-5-2,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
"When money is tight, what feels more natural? (during a romantic night in)",Money,preference,multipleChoice,multipleChoice,Cut back hard|Keep small treats,,money;stress;during-a-romantic-night-in,2,practical,Money,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-money-5-3,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
"When money is tight, what feels more natural? (when you are both feeling playful)",Money,preference,multipleChoice,multipleChoice,Cut back hard|Keep small treats,,money;stress;when-you-are-both-feeling-playful,2,practical,Money,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-money-5-4,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
"When money is tight, what feels more natural? (after a disagreement)",Money,preference,multipleChoice,multipleChoice,Cut back hard|Keep small treats,,money;stress;after-a-disagreement,2,practical,Money,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-money-5-5,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
"When money is tight, what feels more natural? (on holiday)",Money,preference,multipleChoice,multipleChoice,Cut back hard|Keep small treats,,money;stress;on-holiday,2,practical,Money,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-money-5-6,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
"When money is tight, what feels more natural? (when planning the future)",Money,preference,multipleChoice,multipleChoice,Cut back hard|Keep small treats,,money;stress;when-planning-the-future,2,practical,Money,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-money-5-7,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
"When money is tight, what feels more natural? (when money is tighter than usual)",Money,preference,multipleChoice,multipleChoice,Cut back hard|Keep small treats,,money;stress;when-money-is-tighter-than-usual,2,practical,Money,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-money-5-8,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
"When money is tight, what feels more natural? (when you both need reassurance)",Money,preference,multipleChoice,multipleChoice,Cut back hard|Keep small treats,,money;stress;when-you-both-need-reassurance,2,practical,Money,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-money-5-9,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
"When money is tight, what feels more natural? (during a naughty private mood)",Money,preference,multipleChoice,multipleChoice,Cut back hard|Keep small treats,,money;stress;during-a-naughty-private-mood,2,practical,Money,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-money-5-10,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
"When money is tight, what feels more natural? (when family or friends are around)",Money,preference,multipleChoice,multipleChoice,Cut back hard|Keep small treats,,money;stress;when-family-or-friends-are-around,2,practical,Money,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-money-5-11,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
"When money is tight, what feels more natural? (when you have not had enough sleep)",Money,preference,multipleChoice,multipleChoice,Cut back hard|Keep small treats,,money;stress;when-you-have-not-had-enough-sleep,2,practical,Money,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-money-5-12,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
"When money is tight, what feels more natural? (when you want the night to feel special)",Money,preference,multipleChoice,multipleChoice,Cut back hard|Keep small treats,,money;stress;when-you-want-the-night-to-feel-special,2,practical,Money,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-money-5-13,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
"When money is tight, what feels more natural? (when everything has been a bit too serious)",Money,preference,multipleChoice,multipleChoice,Cut back hard|Keep small treats,,money;stress;when-everything-has-been-a-bit-too-serious,2,practical,Money,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-money-5-14,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Sort these home priorities from most to least important when life is calm?,Home,sortIntoOrder,ranked,ranked,Clean kitchen|Cosy bedroom|Quiet space|Nice food,,home;routine;when-life-is-calm,2,playful,Home,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-home-6-0,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Sort these home priorities from most to least important when one of you is stressed?,Home,sortIntoOrder,ranked,ranked,Clean kitchen|Cosy bedroom|Quiet space|Nice food,,home;routine;when-one-of-you-is-stressed,2,playful,Home,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-home-6-1,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Sort these home priorities from most to least important on a lazy weekend?,Home,sortIntoOrder,ranked,ranked,Clean kitchen|Cosy bedroom|Quiet space|Nice food,,home;routine;on-a-lazy-weekend,2,playful,Home,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-home-6-2,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Sort these home priorities from most to least important during a romantic night in?,Home,sortIntoOrder,ranked,ranked,Clean kitchen|Cosy bedroom|Quiet space|Nice food,,home;routine;during-a-romantic-night-in,2,playful,Home,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-home-6-3,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Sort these home priorities from most to least important when you are both feeling playful?,Home,sortIntoOrder,ranked,ranked,Clean kitchen|Cosy bedroom|Quiet space|Nice food,,home;routine;when-you-are-both-feeling-playful,2,playful,Home,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-home-6-4,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Sort these home priorities from most to least important after a disagreement?,Home,sortIntoOrder,ranked,ranked,Clean kitchen|Cosy bedroom|Quiet space|Nice food,,home;routine;after-a-disagreement,2,playful,Home,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-home-6-5,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Sort these home priorities from most to least important on holiday?,Home,sortIntoOrder,ranked,ranked,Clean kitchen|Cosy bedroom|Quiet space|Nice food,,home;routine;on-holiday,2,playful,Home,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-home-6-6,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Sort these home priorities from most to least important when planning the future?,Home,sortIntoOrder,ranked,ranked,Clean kitchen|Cosy bedroom|Quiet space|Nice food,,home;routine;when-planning-the-future,2,playful,Home,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-home-6-7,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Sort these home priorities from most to least important when money is tighter than usual?,Home,sortIntoOrder,ranked,ranked,Clean kitchen|Cosy bedroom|Quiet space|Nice food,,home;routine;when-money-is-tighter-than-usual,2,playful,Home,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-home-6-8,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Sort these home priorities from most to least important when you both need reassurance?,Home,sortIntoOrder,ranked,ranked,Clean kitchen|Cosy bedroom|Quiet space|Nice food,,home;routine;when-you-both-need-reassurance,2,playful,Home,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-home-6-9,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Sort these home priorities from most to least important during a naughty private mood?,Home,sortIntoOrder,ranked,ranked,Clean kitchen|Cosy bedroom|Quiet space|Nice food,,home;routine;during-a-naughty-private-mood,2,playful,Home,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-home-6-10,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Sort these home priorities from most to least important when family or friends are around?,Home,sortIntoOrder,ranked,ranked,Clean kitchen|Cosy bedroom|Quiet space|Nice food,,home;routine;when-family-or-friends-are-around,2,playful,Home,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-home-6-11,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Sort these home priorities from most to least important when you have not had enough sleep?,Home,sortIntoOrder,ranked,ranked,Clean kitchen|Cosy bedroom|Quiet space|Nice food,,home;routine;when-you-have-not-had-enough-sleep,2,playful,Home,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-home-6-12,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Sort these home priorities from most to least important when you want the night to feel special?,Home,sortIntoOrder,ranked,ranked,Clean kitchen|Cosy bedroom|Quiet space|Nice food,,home;routine;when-you-want-the-night-to-feel-special,2,playful,Home,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-home-6-13,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Sort these home priorities from most to least important when everything has been a bit too serious?,Home,sortIntoOrder,ranked,ranked,Clean kitchen|Cosy bedroom|Quiet space|Nice food,,home;routine;when-everything-has-been-a-bit-too-serious,2,playful,Home,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-home-6-14,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal holiday pace? when life is calm?,Travel,preference,multipleChoice,multipleChoice,Slow and relaxed|Packed with plans,,travel;planning;when-life-is-calm,2,playful,Travel,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-travel-7-0,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal holiday pace? when one of you is stressed?,Travel,preference,multipleChoice,multipleChoice,Slow and relaxed|Packed with plans,,travel;planning;when-one-of-you-is-stressed,2,playful,Travel,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-travel-7-1,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal holiday pace? on a lazy weekend?,Travel,preference,multipleChoice,multipleChoice,Slow and relaxed|Packed with plans,,travel;planning;on-a-lazy-weekend,2,playful,Travel,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-travel-7-2,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal holiday pace? during a romantic night in?,Travel,preference,multipleChoice,multipleChoice,Slow and relaxed|Packed with plans,,travel;planning;during-a-romantic-night-in,2,playful,Travel,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-travel-7-3,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal holiday pace? when you are both feeling playful?,Travel,preference,multipleChoice,multipleChoice,Slow and relaxed|Packed with plans,,travel;planning;when-you-are-both-feeling-playful,2,playful,Travel,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-travel-7-4,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal holiday pace? after a disagreement?,Travel,preference,multipleChoice,multipleChoice,Slow and relaxed|Packed with plans,,travel;planning;after-a-disagreement,2,playful,Travel,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-travel-7-5,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal holiday pace? on holiday?,Travel,preference,multipleChoice,multipleChoice,Slow and relaxed|Packed with plans,,travel;planning;on-holiday,2,playful,Travel,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-travel-7-6,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal holiday pace? when planning the future?,Travel,preference,multipleChoice,multipleChoice,Slow and relaxed|Packed with plans,,travel;planning;when-planning-the-future,2,playful,Travel,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-travel-7-7,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal holiday pace? when money is tighter than usual?,Travel,preference,multipleChoice,multipleChoice,Slow and relaxed|Packed with plans,,travel;planning;when-money-is-tighter-than-usual,2,playful,Travel,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-travel-7-8,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal holiday pace? when you both need reassurance?,Travel,preference,multipleChoice,multipleChoice,Slow and relaxed|Packed with plans,,travel;planning;when-you-both-need-reassurance,2,playful,Travel,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-travel-7-9,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal holiday pace? during a naughty private mood?,Travel,preference,multipleChoice,multipleChoice,Slow and relaxed|Packed with plans,,travel;planning;during-a-naughty-private-mood,2,playful,Travel,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-travel-7-10,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal holiday pace? when family or friends are around?,Travel,preference,multipleChoice,multipleChoice,Slow and relaxed|Packed with plans,,travel;planning;when-family-or-friends-are-around,2,playful,Travel,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-travel-7-11,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal holiday pace? when you have not had enough sleep?,Travel,preference,multipleChoice,multipleChoice,Slow and relaxed|Packed with plans,,travel;planning;when-you-have-not-had-enough-sleep,2,playful,Travel,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-travel-7-12,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal holiday pace? when you want the night to feel special?,Travel,preference,multipleChoice,multipleChoice,Slow and relaxed|Packed with plans,,travel;planning;when-you-want-the-night-to-feel-special,2,playful,Travel,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-travel-7-13,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal holiday pace? when everything has been a bit too serious?,Travel,preference,multipleChoice,multipleChoice,Slow and relaxed|Packed with plans,,travel;planning;when-everything-has-been-a-bit-too-serious,2,playful,Travel,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-travel-7-14,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Pick the date-night food mood you would choose first when life is calm?,Food & Drink,multipleChoice,multipleChoice,multipleChoice,Takeaway in bed|Fancy restaurant|Street food adventure|Home-cooked comfort,,food;date-night;when-life-is-calm,2,playful,Food & Drink,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-food-drink-8-0,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Pick the date-night food mood you would choose first when one of you is stressed?,Food & Drink,multipleChoice,multipleChoice,multipleChoice,Takeaway in bed|Fancy restaurant|Street food adventure|Home-cooked comfort,,food;date-night;when-one-of-you-is-stressed,2,playful,Food & Drink,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-food-drink-8-1,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Pick the date-night food mood you would choose first on a lazy weekend?,Food & Drink,multipleChoice,multipleChoice,multipleChoice,Takeaway in bed|Fancy restaurant|Street food adventure|Home-cooked comfort,,food;date-night;on-a-lazy-weekend,2,playful,Food & Drink,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-food-drink-8-2,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Pick the date-night food mood you would choose first during a romantic night in?,Food & Drink,multipleChoice,multipleChoice,multipleChoice,Takeaway in bed|Fancy restaurant|Street food adventure|Home-cooked comfort,,food;date-night;during-a-romantic-night-in,2,playful,Food & Drink,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-food-drink-8-3,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Pick the date-night food mood you would choose first when you are both feeling playful?,Food & Drink,multipleChoice,multipleChoice,multipleChoice,Takeaway in bed|Fancy restaurant|Street food adventure|Home-cooked comfort,,food;date-night;when-you-are-both-feeling-playful,2,playful,Food & Drink,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-food-drink-8-4,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Pick the date-night food mood you would choose first after a disagreement?,Food & Drink,multipleChoice,multipleChoice,multipleChoice,Takeaway in bed|Fancy restaurant|Street food adventure|Home-cooked comfort,,food;date-night;after-a-disagreement,2,playful,Food & Drink,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-food-drink-8-5,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Pick the date-night food mood you would choose first on holiday?,Food & Drink,multipleChoice,multipleChoice,multipleChoice,Takeaway in bed|Fancy restaurant|Street food adventure|Home-cooked comfort,,food;date-night;on-holiday,2,playful,Food & Drink,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-food-drink-8-6,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Pick the date-night food mood you would choose first when planning the future?,Food & Drink,multipleChoice,multipleChoice,multipleChoice,Takeaway in bed|Fancy restaurant|Street food adventure|Home-cooked comfort,,food;date-night;when-planning-the-future,2,playful,Food & Drink,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-food-drink-8-7,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
