question,category,roundType,defaultAnswerType,answerType,multipleChoiceOptions,correctAnswer,tags,intensity,tone,relationshipArea,avoidIf,gameSuitability,aiUseCase,repeatGroup,unitLabel,scoringDivisor,roundingMode,roundPenaltyValue,fixedPenalty,scoringMode,scoringOutcomeType,notes,sourceLabel,addedBy,active
"In a long-term relationship, your partner encourages your solo hobbies without making it about them",Lifestyle,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,lifestyle;judgement;relationship,2,playful,Lifestyle,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-lifestyle-2,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner needs constant plans to feel connected",Lifestyle,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,lifestyle;judgement;relationship,2,playful,Lifestyle,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-lifestyle-3,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner turns bedtime into a gossip debrief",Lifestyle,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,lifestyle;judgement;relationship,2,playful,Lifestyle,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-lifestyle-4,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner expects your routines to merge completely,Lifestyle,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,lifestyle;judgement;relationship,2,playful,Lifestyle,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-lifestyle-5,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating talks about the future in practical detail rather than vague promises,Future Plans,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,future-plans;judgement;relationship,2,playful,Future Plans,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-0,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner avoids every future conversation with a joke",Future Plans,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,future-plans;judgement;relationship,2,playful,Future Plans,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-1,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner has a five-year plan and quietly assumes you are in it",Future Plans,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,future-plans;judgement;relationship,2,playful,Future Plans,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-2,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner asks what kind of life would actually make you happy",Future Plans,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,future-plans;judgement;relationship,2,playful,Future Plans,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-3,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner changes a big plan without telling you until after,Future Plans,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,future-plans;judgement;relationship,2,playful,Future Plans,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-4,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating dreams out loud but does not pressure you to decide now,Future Plans,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,future-plans;judgement;relationship,2,playful,Future Plans,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-5,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner apologises without adding a but at the end",Conflict,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,conflict;judgement;relationship,2,playful,Conflict,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-0,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner keeps bringing up old arguments during new ones",Conflict,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,conflict;judgement;relationship,2,playful,Conflict,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-1,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner can laugh with you once the tension has genuinely passed",Conflict,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,conflict;judgement;relationship,2,playful,Conflict,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-2,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner needs to win the argument more than understand you,Conflict,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,conflict;judgement;relationship,2,playful,Conflict,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-3,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating suggests a reset cuddle after you have both said your piece,Conflict,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,conflict;judgement;relationship,2,playful,Conflict,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-4,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner uses silent treatment until you chase them",Conflict,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,conflict;judgement;relationship,2,playful,Conflict,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-5,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner steals your chips but offers you the best bite of theirs",Funny / Petty,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,funny-petty;judgement;relationship,2,playful,Funny / Petty,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-0,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner starts a fake rivalry over who is the better passenger princess",Funny / Petty,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,funny-petty;judgement;relationship,2,playful,Funny / Petty,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-1,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner hides the remote as a flirting tactic,Funny / Petty,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,funny-petty;judgement;relationship,2,playful,Funny / Petty,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-2,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating sends a thirst trap and then pretends it was accidental,Funny / Petty,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,funny-petty;judgement;relationship,2,playful,Funny / Petty,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-3,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner uses an inside joke to rescue a tense moment",Funny / Petty,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,funny-petty;judgement;relationship,2,playful,Funny / Petty,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-4,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner keeps a ridiculous scoreboard for tiny household wins",Funny / Petty,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,funny-petty;judgement;relationship,2,playful,Funny / Petty,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-5,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner shares a fear they usually hide",Serious / Deep,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,serious-deep;judgement;relationship,4,deep,Serious / Deep,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-0,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner asks what kind of support actually helps when you spiral,Serious / Deep,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,serious-deep;judgement;relationship,4,deep,Serious / Deep,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-1,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating turns a vulnerable moment into a joke too quickly,Serious / Deep,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,serious-deep;judgement;relationship,4,deep,Serious / Deep,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-2,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner remembers the hard anniversary without needing a reminder",Serious / Deep,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,serious-deep;judgement;relationship,4,deep,Serious / Deep,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-3,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner admits they are scared of needing you too much",Serious / Deep,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,serious-deep;judgement;relationship,4,deep,Serious / Deep,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-4,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner listens without trying to fix everything immediately",Serious / Deep,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,serious-deep;judgement;relationship,4,deep,Serious / Deep,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-5,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner plans a surprise date but keeps every detail secret until you arrive but only when they think it will make you laugh,Dating & Romance,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,dating-romance;judgement;relationship,3,playful,Dating & Romance,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-0-twist-0,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating remembers a tiny romantic detail you mentioned once months ago without mentioning it until later,Dating & Romance,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,dating-romance;judgement;relationship,2,playful,Dating & Romance,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-1-twist-1,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner expects a big romantic gesture every time you have a disagreement and checks afterwards whether it landed well",Dating & Romance,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,dating-romance;judgement;relationship,2,playful,Dating & Romance,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-2-twist-2,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner turns a normal errand into a little date without making a fuss in front of friends",Dating & Romance,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,dating-romance;judgement;relationship,2,playful,Dating & Romance,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-3-twist-3,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner posts a flirty photo caption about you before asking if you are comfortable with it after you have already said you are tired",Dating & Romance,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,dating-romance;judgement;relationship,2,playful,Dating & Romance,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-4-twist-4,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner keeps a running note of date ideas you might both enjoy as a private joke between the two of you,Dating & Romance,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,dating-romance;judgement;relationship,3,playful,Dating & Romance,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-5-twist-5,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating says they need twenty minutes to cool down before a serious conversation because they think it proves they care,Communication,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,communication;judgement;relationship,2,playful,Communication,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-0-twist-6,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner uses sarcasm when they are embarrassed instead of saying what they feel then apologises properly when it feels off",Communication,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,communication;judgement;relationship,2,playful,Communication,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-1-twist-7,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner sends a long voice note instead of trying to argue by text but only when they think it will make you laugh",Communication,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,communication;judgement;relationship,2,playful,Communication,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-2-twist-0,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner checks whether you want advice or comfort before responding without mentioning it until later",Communication,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,communication;judgement;relationship,2,playful,Communication,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-3-twist-1,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner goes quiet and expects you to guess what is wrong and checks afterwards whether it landed well,Communication,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,communication;judgement;relationship,3,playful,Communication,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-4-twist-2,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating admits they were defensive after they have had time to think in front of friends,Communication,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,communication;judgement;relationship,2,playful,Communication,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-5-twist-3,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner asks before sharing a private story about the two of you after you have already said you are tired",Boundaries,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,boundaries;judgement;relationship,4,playful,Boundaries,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-0-twist-4,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner expects to know your phone password because you are together as a private joke between the two of you",Boundaries,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,boundaries;judgement;relationship,4,playful,Boundaries,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-1-twist-5,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner respects a no even when they are clearly disappointed because they think it proves they care",Boundaries,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,boundaries;judgement;relationship,4,playful,Boundaries,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-2-twist-6,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner makes a joke about your boundary in front of friends then apologises properly when it feels off,Boundaries,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,boundaries;judgement;relationship,5,playful,Boundaries,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-3-twist-7,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating checks consent before trying something new in bed but only when they think it will make you laugh,Boundaries,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,boundaries;judgement;relationship,4,playful,Boundaries,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-4-twist-0,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner keeps pushing for an answer after you say you need time without mentioning it until later",Boundaries,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,boundaries;judgement;relationship,4,playful,Boundaries,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-5-twist-1,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner gets protective when someone is clearly flirting with you and checks afterwards whether it landed well",Jealousy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,jealousy;judgement;relationship,2,playful,Jealousy,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-0-twist-2,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner asks a calm question about someone from your past instead of snooping in front of friends",Jealousy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,jealousy;judgement;relationship,2,playful,Jealousy,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-1-twist-3,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner makes a joke every time an ex is mentioned after you have already said you are tired,Jealousy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,jealousy;judgement;relationship,3,playful,Jealousy,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-2-twist-4,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating wants reassurance after seeing a flirty comment online as a private joke between the two of you,Jealousy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,jealousy;judgement;relationship,2,playful,Jealousy,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-3-twist-5,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner compares themselves to someone you used to date because they think it proves they care",Jealousy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,jealousy;judgement;relationship,2,playful,Jealousy,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-4-twist-6,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner turns jealousy into playful flirting rather than an argument then apologises properly when it feels off",Jealousy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,jealousy;judgement;relationship,2,playful,Jealousy,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-5-twist-7,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner likes an exs photo but never speaks to them privately but only when they think it will make you laugh",Social Media,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,social-media;judgement;relationship,2,playful,Social Media,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-social-media-0-twist-0,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner soft launches you online before you have agreed what to post without mentioning it until later,Social Media,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,social-media;judgement;relationship,3,playful,Social Media,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-social-media-1-twist-1,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating keeps your relationship mostly private but is affectionate in real life and checks afterwards whether it landed well,Social Media,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,social-media;judgement;relationship,2,playful,Social Media,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-social-media-2-twist-2,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner checks your stories to see who has viewed them in front of friends",Social Media,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,social-media;judgement;relationship,2,playful,Social Media,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-social-media-3-twist-3,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner sends you spicy memes during a family event after you have already said you are tired",Social Media,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,social-media;judgement;relationship,2,playful,Social Media,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-social-media-4-twist-4,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner posts a joke about your argument after you have made up as a private joke between the two of you",Social Media,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,social-media;judgement;relationship,2,playful,Social Media,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-social-media-5-twist-5,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner secretly saves for something you both want because they think it proves they care,Money,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,money;judgement;relationship,3,playful,Money,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-money-0-twist-6,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating expects every bill to be split exactly even no matter the situation then apologises properly when it feels off,Money,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,money;judgement;relationship,2,playful,Money,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-money-1-twist-7,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
