Sheet,Game,Question,Category,Question Type,Options,Correct Answer,Active,Intensity,Tone,Relationship Area,Tags,Notes,Memory Lane Mode,Avoid If,Game Suitability,AI Use Case,Repeat Group,Default Answer Type,Answer Type,Unit Label,Scoring Divisor,Rounding Mode,Round Penalty Value,Fixed Penalty,Scoring Mode,Scoring Outcome Type,Source Label,Added By,Original Sheet,Original Question Type
Red Flag Green Flag,Red Flag Green Flag,Your partner asks what kind of support actually helps when you spiral,Serious / Deep,Multiple Choice,Green Flag | Red Flag | Depends,,1,4,deep,Serious / Deep,serious-deep;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-1,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Someone you are dating turns a vulnerable moment into a joke too quickly,Serious / Deep,Multiple Choice,Green Flag | Red Flag | Depends,,1,4,deep,Serious / Deep,serious-deep;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-2,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"In a long-term relationship, your partner remembers the hard anniversary without needing a reminder",Serious / Deep,Multiple Choice,Green Flag | Red Flag | Depends,,1,4,deep,Serious / Deep,serious-deep;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-3,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"After a stressful week, your partner admits they are scared of needing you too much",Serious / Deep,Multiple Choice,Green Flag | Red Flag | Depends,,1,4,deep,Serious / Deep,serious-deep;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-4,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"During a playful night together, your partner listens without trying to fix everything immediately",Serious / Deep,Multiple Choice,Green Flag | Red Flag | Depends,,1,4,deep,Serious / Deep,serious-deep;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-5,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Your partner plans a surprise date but keeps every detail secret until you arrive but only when they think it will make you laugh,Dating & Romance,Multiple Choice,Green Flag | Red Flag | Depends,,1,3,playful,Dating & Romance,dating-romance;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-0-twist-0,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Someone you are dating remembers a tiny romantic detail you mentioned once months ago without mentioning it until later,Dating & Romance,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Dating & Romance,dating-romance;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-1-twist-1,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"In a long-term relationship, your partner expects a big romantic gesture every time you have a disagreement and checks afterwards whether it landed well",Dating & Romance,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Dating & Romance,dating-romance;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-2-twist-2,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"After a stressful week, your partner turns a normal errand into a little date without making a fuss in front of friends",Dating & Romance,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Dating & Romance,dating-romance;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-3-twist-3,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"During a playful night together, your partner posts a flirty photo caption about you before asking if you are comfortable with it after you have already said you are tired",Dating & Romance,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Dating & Romance,dating-romance;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-4-twist-4,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Your partner keeps a running note of date ideas you might both enjoy as a private joke between the two of you,Dating & Romance,Multiple Choice,Green Flag | Red Flag | Depends,,1,3,playful,Dating & Romance,dating-romance;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-5-twist-5,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Someone you are dating says they need twenty minutes to cool down before a serious conversation because they think it proves they care,Communication,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Communication,communication;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-0-twist-6,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"In a long-term relationship, your partner uses sarcasm when they are embarrassed instead of saying what they feel then apologises properly when it feels off",Communication,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Communication,communication;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-1-twist-7,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"After a stressful week, your partner sends a long voice note instead of trying to argue by text but only when they think it will make you laugh",Communication,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Communication,communication;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-2-twist-0,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"During a playful night together, your partner checks whether you want advice or comfort before responding without mentioning it until later",Communication,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Communication,communication;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-3-twist-1,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Your partner goes quiet and expects you to guess what is wrong and checks afterwards whether it landed well,Communication,Multiple Choice,Green Flag | Red Flag | Depends,,1,3,playful,Communication,communication;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-4-twist-2,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Someone you are dating admits they were defensive after they have had time to think in front of friends,Communication,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Communication,communication;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-5-twist-3,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"In a long-term relationship, your partner asks before sharing a private story about the two of you after you have already said you are tired",Boundaries,Multiple Choice,Green Flag | Red Flag | Depends,,1,4,playful,Boundaries,boundaries;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-0-twist-4,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"After a stressful week, your partner expects to know your phone password because you are together as a private joke between the two of you",Boundaries,Multiple Choice,Green Flag | Red Flag | Depends,,1,4,playful,Boundaries,boundaries;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-1-twist-5,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"During a playful night together, your partner respects a no even when they are clearly disappointed because they think it proves they care",Boundaries,Multiple Choice,Green Flag | Red Flag | Depends,,1,4,playful,Boundaries,boundaries;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-2-twist-6,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Your partner makes a joke about your boundary in front of friends then apologises properly when it feels off,Boundaries,Multiple Choice,Green Flag | Red Flag | Depends,,1,5,playful,Boundaries,boundaries;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-3-twist-7,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Someone you are dating checks consent before trying something new in bed but only when they think it will make you laugh,Boundaries,Multiple Choice,Green Flag | Red Flag | Depends,,1,4,playful,Boundaries,boundaries;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-4-twist-0,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"In a long-term relationship, your partner keeps pushing for an answer after you say you need time without mentioning it until later",Boundaries,Multiple Choice,Green Flag | Red Flag | Depends,,1,4,playful,Boundaries,boundaries;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-5-twist-1,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"After a stressful week, your partner gets protective when someone is clearly flirting with you and checks afterwards whether it landed well",Jealousy,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Jealousy,jealousy;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-0-twist-2,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"During a playful night together, your partner asks a calm question about someone from your past instead of snooping in front of friends",Jealousy,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Jealousy,jealousy;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-1-twist-3,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Your partner makes a joke every time an ex is mentioned after you have already said you are tired,Jealousy,Multiple Choice,Green Flag | Red Flag | Depends,,1,3,playful,Jealousy,jealousy;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-2-twist-4,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Someone you are dating wants reassurance after seeing a flirty comment online as a private joke between the two of you,Jealousy,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Jealousy,jealousy;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-3-twist-5,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"In a long-term relationship, your partner compares themselves to someone you used to date because they think it proves they care",Jealousy,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Jealousy,jealousy;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-4-twist-6,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"After a stressful week, your partner turns jealousy into playful flirting rather than an argument then apologises properly when it feels off",Jealousy,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Jealousy,jealousy;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-5-twist-7,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"During a playful night together, your partner likes an exs photo but never speaks to them privately but only when they think it will make you laugh",Social Media,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Social Media,social-media;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-social-media-0-twist-0,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Your partner soft launches you online before you have agreed what to post without mentioning it until later,Social Media,Multiple Choice,Green Flag | Red Flag | Depends,,1,3,playful,Social Media,social-media;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-social-media-1-twist-1,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Someone you are dating keeps your relationship mostly private but is affectionate in real life and checks afterwards whether it landed well,Social Media,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Social Media,social-media;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-social-media-2-twist-2,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"In a long-term relationship, your partner checks your stories to see who has viewed them in front of friends",Social Media,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Social Media,social-media;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-social-media-3-twist-3,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"After a stressful week, your partner sends you spicy memes during a family event after you have already said you are tired",Social Media,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Social Media,social-media;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-social-media-4-twist-4,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"During a playful night together, your partner posts a joke about your argument after you have made up as a private joke between the two of you",Social Media,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Social Media,social-media;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-social-media-5-twist-5,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Your partner secretly saves for something you both want because they think it proves they care,Money,Multiple Choice,Green Flag | Red Flag | Depends,,1,3,playful,Money,money;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-money-0-twist-6,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Someone you are dating expects every bill to be split exactly even no matter the situation then apologises properly when it feels off,Money,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Money,money;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-money-1-twist-7,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"In a long-term relationship, your partner buys an expensive gift as an apology instead of talking properly but only when they think it will make you laugh",Money,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Money,money;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-money-2-twist-0,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"After a stressful week, your partner is honest about money stress before it becomes a problem without mentioning it until later",Money,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Money,money;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-money-3-twist-1,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"During a playful night together, your partner jokes about your spending in front of other people and checks afterwards whether it landed well",Money,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Money,money;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-money-4-twist-2,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Your partner plans a cheap date and makes it feel thoughtful in front of friends,Money,Multiple Choice,Green Flag | Red Flag | Depends,,1,3,playful,Money,money;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-money-5-twist-3,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Someone you are dating defends you gently when family teasing goes too far after you have already said you are tired,Friends & Family,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Friends & Family,friends-family;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-friends-family-0-twist-4,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"In a long-term relationship, your partner tells their friends private details from your relationship as a private joke between the two of you",Friends & Family,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Friends & Family,friends-family;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-friends-family-1-twist-5,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"After a stressful week, your partner makes real effort with your family even when they are nervous because they think it proves they care",Friends & Family,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Friends & Family,friends-family;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-friends-family-2-twist-6,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"During a playful night together, your partner gets annoyed when you want separate time with friends then apologises properly when it feels off",Friends & Family,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Friends & Family,friends-family;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-friends-family-3-twist-7,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Your partner checks in after a family event that felt tense but only when they think it will make you laugh,Friends & Family,Multiple Choice,Green Flag | Red Flag | Depends,,1,3,playful,Friends & Family,friends-family;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-friends-family-4-twist-0,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Someone you are dating expects you to take their side before hearing the full story without mentioning it until later,Friends & Family,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Friends & Family,friends-family;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-friends-family-5-twist-1,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"In a long-term relationship, your partner tells you about an awkward message before you discover it and checks afterwards whether it landed well",Trust,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Trust,trust;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-trust-0-twist-2,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"After a stressful week, your partner deletes messages because they think it will avoid drama in front of friends",Trust,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Trust,trust;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-trust-1-twist-3,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"During a playful night together, your partner admits a small mistake before it becomes a bigger secret after you have already said you are tired",Trust,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Trust,trust;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-trust-2-twist-4,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Your partner asks to look through your phone after a bad dream as a private joke between the two of you,Trust,Multiple Choice,Green Flag | Red Flag | Depends,,1,3,playful,Trust,trust;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-trust-3-twist-5,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Someone you are dating keeps a private note of gift ideas and personal details because they think it proves they care,Trust,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Trust,trust;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-trust-4-twist-6,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
